Airport,City,Continent,Country,IATA/FAA,Latitude,Longitude
Kyiv Zhuliany,Kyiv,Europe,Ukraine,IEV,50.4019,30.4508
Kyiv Boryspil,Kyiv,Europe,Ukraine,KBP,50.35,30.9167
Luhansk,Luhansk,Europe,Ukraine,VSG,48.417381,39.374125
Lviv,Lviv,Europe,Ukraine,LWO,49.8125,23.956111
Mariupol,Mariupol,Europe,Ukraine,MPW,47.1,37.55
Mykolaiv,Mykolaiv,Europe,Ukraine,NLV,47.05,31.916667
Odesa Central,Odesa,Europe,Ukraine,ODS,46.433333,30.683333
Vinnytsia,Vinnytsia,Europe,Ukraine,VIN,49.233333,28.483333
Zaporizhia,Zaporizhia,Europe,Ukraine,OZH,47.8675,35.315833
Aberdeen,Aberdeen,Europe,United Kingdom,ABZ,57.204167,-2.198056
Alderney,Alderney,Europe,United Kingdom,ACI,49.706944,-2.215278
Anglesey,Anglesey,Europe,United Kingdom,VLY,53.25,-4.54
Barra,Barra,Europe,United Kingdom,BRR,57.023333,-7.440278
Belfast International,Belfast,Europe,United Kingdom,BFS,54.653333,-6.224722
Belfast City,Belfast,Europe,United Kingdom,BHD,54.616667,-5.883333
Benbecula,Benbecula,Europe,United Kingdom,BEB,57.482222,-7.364722
Birmingham,Birmingham,Europe,United Kingdom,BHX,52.453056,-1.746389
Blackpool,Blackpool,Europe,United Kingdom,BLK,53.771944,-3.036111
Bournemouth,Bournemouth,Europe,United Kingdom,BOH,50.780556,-1.836944
Bristol,Bristol,Europe,United Kingdom,BRS,51.381667,-2.708889
Campbeltown,Campbeltown,Europe,United Kingdom,CAL,55.436389,-5.686667
Cardiff,Cardiff,Europe,United Kingdom,CWL,51.3975,-3.346667
Ronaldsway,Castletown,Europe,United Kingdom,IOM,54.0825,-4.627778
Cambridge,Cambridge,Europe,United Kingdom,CBG,52.2,0.183333
Chester,Chester,Europe,United Kingdom,CEG,53.178056,-2.977778
Coll Island,Coll Island,Europe,United Kingdom,COL,56.616667,-6.616667
Colonsay Is,Colonsay Is,Europe,United Kingdom,CSA,56.083333,-6.2
Derry,Derry,Europe,United Kingdom,LDY,55.043333,-7.153333
Doncaster Sheffield,Doncaster,Europe,United Kingdom,DSA,53.475278,-1.003889
Dundee,Dundee,Europe,United Kingdom,DND,56.452778,-3.008333
Edinburgh,Edinburgh,Europe,United Kingdom,EDI,55.9497,-3.3635
Eday,Eday,Europe,United Kingdom,EOI,59.19123,-2.769842
Exeter,Exeter,Europe,United Kingdom,EXT,50.734167,-3.421667
Fair Isle,Fair Isle,Europe,United Kingdom,FIE,59.5,-1.666667
Foula,Foula,Europe,United Kingdom,FOA,60.166667,-2.083333
Glasgow International,Glasgow,Europe,United Kingdom,GLA,55.866667,-4.433333
Glasgow Prestwick,Glasgow,Europe,United Kingdom,PIK,55.503056,-4.575556
Gloucestershire,Gloucester,Europe,United Kingdom,GLO,51.894167,-2.167222
Humberside,Humberside,Europe,United Kingdom,HUY,53.583333,-0.35
Inverness,Inverness,Europe,United Kingdom,INV,57.5425,-4.048333
Islay Glenegedale,Islay,Europe,United Kingdom,ILY,55.6819,-6.2542
Jersey,Jersey,Europe,United Kingdom,JER,49.211111,-2.216667
Leeds Bradford,Leeds,Europe,United Kingdom,LBA,53.8653,-1.6547
Lands End,Lands End,Europe,United Kingdom,LEQ,50.102778,-5.670556
Liverpool,Liverpool,Europe,United Kingdom,LPL,53.338333,-2.866667
London City,London,Europe,United Kingdom,LCY,51.503753,0.048512
London Gatwick,London,Europe,United Kingdom,LGW,51.148056,-0.196667
London Heathrow,London,Europe,United Kingdom,LHR,51.471389,-0.452778
London Luton,London,Europe,United Kingdom,LTN,51.878704,-0.375705
London Southend,London,Europe,United Kingdom,SEN,51.5728,0.7014
London Stansted,London,Europe,United Kingdom,STN,51.883333,0.233333
Lydd,Lydd,Europe,United Kingdom,LYX,50.95,0.933333
Manchester,Manchester,Europe,United Kingdom,MAN,53.353333,-2.276667
Durham Tees Valley,Durham,Europe,United Kingdom,MME,54.516667,-1.416667
Kent International Airport (Manston),Manston,Europe,United Kingdom,MSE,51.35,1.35
Sanday,Sanday,Europe,United Kingdom,NDY,59.25,-2.583333
Newcastle,Newcastle,Europe,United Kingdom,NCL,55.037778,-1.686667
Newquay,Newquay,Europe,United Kingdom,NQY,50.439444,-4.994722
Norwich,Norwich,Europe,United Kingdom,NWI,52.683333,1.283333
East Midlands,Nottingham,Europe,United Kingdom,EMA,52.83,-1.329444
North Ronaldsay,North Ronaldsay,Europe,United Kingdom,NRL,59.370278,-2.433333
Oban Connel,Oban,Europe,United Kingdom,OBN,56.4635,-5.399667
Orkney Kirkwall,Orkney,Europe,United Kingdom,KOI,58.958611,-2.966667
Papa Westray,Papa Westray,Europe,United Kingdom,PPW,59.351667,-2.900278
Papa Stour,Papa Stour,Europe,United Kingdom,PSV,60.316667,-1.7
Isles of Scilly St. Mary's,Isles Of Scilly,Europe,United Kingdom,ISC,49.92382,-6.297913
Southampton,Southampton,Europe,United Kingdom,SOU,50.951667,-1.351944
Stronsay,Stronsay,Europe,United Kingdom,SOY,59.156484,-2.641869
Stornoway,Stornoway,Europe,United Kingdom,SYY,58.216111,-6.329167
Sumburgh Shetlands,Sumburgh,Europe,United Kingdom,LSI,59.881111,-1.293056
Sumburgh Lerwick / Tingwall,Sumburgh,Europe,United Kingdom,LWK,60.191944,-1.243611
Tiree,Tiree,Europe,United Kingdom,TRE,56.500556,-6.871389
Wick,Wick,Europe,United Kingdom,WIC,58.456944,-3.086667
Westray,Westray,Europe,United Kingdom,WRY,59.35,-2.95
Cabinda,Cabinda,Africa,Angola,CAB,-5.583333,12.2
Catumbela,Catumbela,Africa,Angola,CBT,-12.483333,13.483333
Luanda,Luanda,Africa,Angola,LAD,-8.853056,13.236111
Luena,Luena,Africa,Angola,LUO,-11.768554,19.89521
Malange,Malange,Africa,Angola,MEG,-9.533333,16.333333
Namibe,Namibe,Africa,Angola,MSZ,-15.208611,12.160833
Huambo,Huambo,Africa,Angola,NOV,-12.805556,15.757222
Nzagi,Nzagi,Africa,Angola,NZA,-7.716081,21.358066
Lubango,Lubango,Africa,Angola,SDD,-14.924444,13.576667
Menongue,Menongue,Africa,Angola,SPP,-14.6375,17.725556
Kuito,Kuito,Africa,Angola,SVP,-12.404167,16.956667
Soyo,Soyo,Africa,Angola,SZA,-6.14109,12.3718
Saurimo,Saurimo,Africa,Angola,VHC,-9.75,20.55
Ongiva,Ongiva,Africa,Angola,VPE,-17.05,15.7
Bobo Dioulasso,Bobo Dioulasso,Africa,Burkina Faso,BOY,11.163611,-4.324444
Ouagadougou,Ouagadougou,Africa,Burkina Faso,OUA,12.352778,-1.512778
Bujumbura,Bujumbura,Africa,Burundi,BJM,-3.323889,29.318333
Cotonou,Cotonou,Africa,Benin,COO,6.354167,2.385556
Kasane,Kasane,Africa,Botswana,BBK,-17.83288,25.1624
Francistown,Francistown,Africa,Botswana,FRW,-21.16,27.4825
Gaborone,Gaborone,Africa,Botswana,GBE,-24.55522,25.91821
Maun,Maun,Africa,Botswana,MUB,-19.970833,23.430556
Bukavu,Bukavu,Africa,DR Congo,BKY,-2.3,28.816667
Bumba,Bumba,Africa,DR Congo,BMB,2.19,22.473333
Beni,Beni,Africa,DR Congo,BNC,0.566667,29.466667
Bunia,Bunia,Africa,DR Congo,BUX,1.571667,30.212778
Lubumbashi,Lubumbashi,Africa,DR Congo,FBM,-11.591369,27.529678
Kinshasa N'Djili,Kinshasa,Africa,DR Congo,FIH,-4.383333,15.433334
Kisangani,Kisangani,Africa,DR Congo,FKI,0.48164,25.338
Kalemie,Kalemie,Africa,DR Congo,FMI,-5.878333,29.245278
Goma,Goma,Africa,DR Congo,GOM,-1.67,29.235
Isiro,Isiro,Africa,DR Congo,IRP,2.781944,27.630833
Kapanga,Kapanga,Africa,DR Congo,KAP,-8.5,22.666667
Kindu,Kindu,Africa,DR Congo,KND,-2.9225,25.913889
Lisala,Lisala,Africa,DR Congo,LIQ,2.172222,21.495833
Lodja,Lodja,Africa,DR Congo,LJA,-3.397222,23.444444
Lusanga,Lusanga,Africa,DR Congo,LUS,-4.9,26
Mbuji Mayi,Mbuji Mayi,Africa,DR Congo,MJM,-6.15,23.633334
Bangui,Bangui,Africa,Central African Republic,BGF,4.396111,18.520278
Bozoum,Bozoum,Africa,Central African Republic,BOZ,6.416667,16.583333
Carnot,Carnot,Africa,Central African Republic,CRF,4.983333,15.933333
Brazzaville,Brazzaville,Africa,Congo,BZV,-4.251944,15.254722
Loubomo,Loubomo,Africa,Congo,DIS,-4.205556,12.661389
Makabana,Makabana,Africa,Congo,KMK,-3.483333,12.616667
Pointe Noire,Pointe Noire,Africa,Congo,PNR,-4.810556,11.885833
Abidjan,Abidjan,Africa,Ivory Coast,ABJ,5.256389,-3.926944
Bouake,Bouake,Africa,Ivory Coast,BYK,7.739444,-5.069167
Korhogo,Korhogo,Africa,Ivory Coast,HGO,9.413889,-5.616667
Odienne,Odienne,Africa,Ivory Coast,KEO,9.49,-7.570833
Man,Man,Africa,Ivory Coast,MJC,7.27207,-7.58736
San Pedro,San Pedro,Africa,Ivory Coast,SPY,4.730278,-6.626944
Douala,Douala,Africa,Cameroon,DLA,4.013333,9.709167
Garoua,Garoua,Africa,Cameroon,GOU,9.336111,13.375556
Maroua,Maroua,Africa,Cameroon,MVR,10.452222,14.256389
Ngaoundere,Ngaoundere,Africa,Cameroon,NGE,7.356389,13.561389
Yaounde Nsimalen,Yaounde,Africa,Cameroon,NSI,3.72256,11.55327
Boa Vista,Boa Vista,Africa,Cape Verde,BVC,16.13489,-22.890508
Vila Do Maio,Maio,Africa,Cape Verde,MMO,15.25,-23.166667
Praia,Praia,Africa,Cape Verde,RAI,14.925278,-23.503056
Sao Filipe,Sao Filipe,Africa,Cape Verde,SFL,14.885,-24.48
Sal,Sal,Africa,Cape Verde,SID,16.745,-22.951667
Sao Nicolau,Sao Nicolau,Africa,Cape Verde,SNE,16.586944,-24.288611
Sao Vicente,Sao Vicente,Africa,Cape Verde,VXE,16.85,-24.966667
Djibouti,Djibouti,Africa,Djibouti,JIB,11.546667,43.158889
Annaba,Annaba,Africa,Algeria,AAE,36.821667,7.81
Algiers,Algiers,Africa,Algeria,ALG,36.693333,3.217222
Adrar,Adrar,Africa,Algeria,AZR,27.883333,-0.283333
Bejaia,Bejaia,Africa,Algeria,BJA,36.75,5.083333
Batna,Batna,Africa,Algeria,BLJ,35.75211,6.30859
Bordj Badji Mokhtar,Bordj Badji Mokhtar,Africa,Algeria,BMW,21.316667,1.033333
Biskra,Biskra,Africa,Algeria,BSK,34.793333,5.738056
Bechar,Bechar,Africa,Algeria,CBH,31.647778,-2.259722
Chlef,Chlef,Africa,Algeria,CFK,36.212222,1.331667
Constantine,Constantine,Africa,Algeria,CZL,36.276944,6.63
Djanet,Djanet,Africa,Algeria,DJG,24.465278,9.488889
El Bayadh,El Bayadh,Africa,Algeria,EBH,33.720833,1.091389
El Golea,El Golea,Africa,Algeria,ELG,30.5675,2.864722
El Oued,El Oued,Africa,Algeria,ELU,33.516667,6.783333
Ghardaia,Ghardaia,Africa,Algeria,GHA,32.382222,3.800556
Jijel,Jijel,Africa,Algeria,GJL,36.8,5.883333
Hassi Messaoud,Hassi Messaoud,Africa,Algeria,HME,31.673889,6.142778
In Amenas,In Amenas,Africa,Algeria,IAM,28.051111,9.638056
In Salah,In Salah,Africa,Algeria,INZ,27.25,2.516667
Laghouat,Laghouat,Africa,Algeria,LOO,33.833333,2.983333
Ouargla,Ouargla,Africa,Algeria,OGX,31.916667,5.4
Ben Bella Airport,Oran,Africa,Algeria,ORN,35.627778,-0.610556
Setif,Setif,Africa,Algeria,QSF,36.181,5.3311
Tbessa,Tbessa,Africa,Algeria,TEE,35.466667,8.15
Touggourt,Touggourt,Africa,Algeria,TGR,33.058333,6.084722
Tiaret,Tiaret,Africa,Algeria,TID,35.34114,1.46315
Tindouf,Tindouf,Africa,Algeria,TIN,27.716667,-8.166667
Tlemcen,Tlemcen,Africa,Algeria,TLM,35.016667,-1.45
Tamanrasset,Tamanrasset,Africa,Algeria,TMR,22.814722,5.459167
Timimoun,Timimoun,Africa,Algeria,TMX,29.233333,0.283333
Illizi,Illizi,Africa,Algeria,VVZ,26.72354,8.62265
Abu Simbel,Abu Simbel,Africa,Egypt,ABS,22.372222,31.615278
Alexandria El Nohza,Alexandria,Africa,Egypt,ALY,31.183903,29.948889
Alexandria Borg El Arab,Alexandria,Africa,Egypt,HBE,30.9,29.683333
Assiut,Assiut,Africa,Egypt,ATZ,27.033333,31
Aswan Daraw,Aswan Daraw,Africa,Egypt,ASW,23.965,32.821667
Cairo,Cairo,Africa,Egypt,CAI,30.1375,31.406944
Hurghada,Hurghada,Africa,Egypt,HRG,27.178759,33.801069
Luxor,Luxor,Africa,Egypt,LXR,25.673056,32.7075
Marsa Allam,Marsa Allam,Africa,Egypt,RMF,25.557111,34.583711
Mersa Matruh,Mersa Matruh,Africa,Egypt,MUH,31.325356,27.221689
Sharm El Sheikh,Sharm El Sheikh,Africa,Egypt,SSH,27.977222,34.395
Santa Katarina,Santa Katarina,Africa,Egypt,SKV,28.5,33.95
Sohag,Sohag,Africa,Egypt,HMB,26.338877,31.737167
Asmara,Asmara,Africa,Eritrea,ASM,15.291111,38.910278
Kabri Dar,Kabri Dar,Africa,Ethiopia,ABK,6.733889,44.266111
Addis Ababa,Addis Ababa,Africa,Ethiopia,ADD,8.977778,38.798056
Arba Mintch,Arba Mintch,Africa,Ethiopia,AMH,6.036111,37.576944
Asosa,Asosa,Africa,Ethiopia,ASO,10.047222,34.536667
Awassa,Awassa,Africa,Ethiopia,AWA,7.061111,38.4875
Axum,Axum,Africa,Ethiopia,AXU,14.120833,38.716667
Bahar Dar,Bahar Dar,Africa,Ethiopia,BJR,11.590278,37.384722
Dembidollo,Dembidollo,Africa,Ethiopia,DEM,8.571111,34.883333
Dire Dawa,Dire Dawa,Africa,Ethiopia,DIR,9.622222,41.850833
Dessie,Dessie,Africa,Ethiopia,DSE,11.075,39.715278
Gode / Iddidole,Gode / Iddidole,Africa,Ethiopia,GDE,5.902222,43.628333
Gondar,Gondar,Africa,Ethiopia,GDQ,12.514444,37.445556
Gambela,Gambela,Africa,Ethiopia,GMB,8.283333,34.583333
Humera,Humera,Africa,Ethiopia,HUE,14.25,36.583333
Jijiga,Jijiga,Africa,Ethiopia,JIJ,9.366667,42.766667
Jimma,Jimma,Africa,Ethiopia,JIM,7.654444,36.821111
Lalibela,Lalibela,Africa,Ethiopia,LLI,12.016667,39.066667
Makale,Makale,Africa,Ethiopia,MQX,13.468333,39.526389
Indaselassie,Indaselassie,Africa,Ethiopia,SHC,14.0781,38.2725
Shehdi,Shehdi,Africa,Ethiopia,SQJ,12.783333,36.25
Semera,Semera,Africa,Ethiopia,SZE,11.5,41.083333
Gamba,Gamba,Africa,Gabon,GAX,-2.766667,9.983333
Libreville,Libreville,Africa,Gabon,LBV,0.459167,9.415278
Franceville / Mvengue,Franceville,Africa,Gabon,MVB,-1.65,13.433333
Oyem,Oyem,Africa,Gabon,OYE,1.566667,11.583333
Port Gentil,Port Gentil,Africa,Gabon,POG,-0.7125,8.755833
Accra,Accra,Africa,Ghana,ACC,5.595278,-0.170833
Kumasi,Kumasi,Africa,Ghana,KMS,6.7125,-1.591111
Takoradi,Takoradi,Africa,Ghana,TKD,4.891667,-1.775
Tamale,Tamale,Africa,Ghana,TML,9.557222,-0.863333
Banjul,Banjul,Africa,Gambia,BJL,13.35,-16.666667
Conakry,Conakry,Africa,Guinea,CKY,9.576389,-13.610833
Bata,Bata,Africa,Equatorial Guinea,BSG,1.906667,9.802222
Mongomeyen,Mongomo,Africa,Equatorial Guinea,GEM,1.69,11.023889
Malabo,Malabo,Africa,Equatorial Guinea,SSG,3.752778,8.705556
Bissau,Bissau,Africa,Guinea-Bissau,OXB,11.888889,-15.657222
Amboseli,Amboseli,Africa,Kenya,ASV,-2.633333,37.25
Eldoret,Eldoret,Africa,Kenya,EDL,0.404444,35.238889
Kakamega,Kakamega,Africa,Kenya,GGM,0.288068,34.766965
Kinna Meru,Kinna,Africa,Kenya,JJM,0.1651,38.1951
Kisumu,Kisumu,Africa,Kenya,KIS,-0.085556,34.728611
Kitale,Kitale,Africa,Kenya,KTL,1,35
Lamu,Lamu,Africa,Kenya,LAU,-2.25,40.911667
Lake Baringo,Lake Baringo,Africa,Kenya,LBN,0.666667,36.083333
Lodwar,Lodwar,Africa,Kenya,LOK,3.15,35.6
Loyangalani,Loyangalani,Africa,Kenya,LOY,2.75,36.716667
Mombasa,Mombasa,Africa,Kenya,MBA,-4.031389,39.593056
Keekorok,Mara Lodges,Africa,Kenya,KEU,-1.585832,35.251667
Mara Lodges,Mara Lodges,Africa,Kenya,MRE,-1.40534,35.00974
Malindi,Malindi,Africa,Kenya,MYD,-3.226111,40.100556
Nairobi Jomo Kenyatta,Nairobi,Africa,Kenya,NBO,-1.316667,36.930833
Nairobi Wilson,Nairobi,Africa,Kenya,WIL,-1.316667,36.816667
Angama Mara,Narok,Africa,Kenya,ANA,-1.271505,34.953816
Nanyuki,Nanyuki,Africa,Kenya,NYK,0.016667,37.066667
Samburu,Samburu,Africa,Kenya,UAS,0.466667,37.55
Ukunda,Ukunda,Africa,Kenya,UKA,-4.3,39.566667
Vipingo Airstrip,Vipingo,Africa,Kenya,VPG,-3.842631,39.805205
Wajir,Wajir,Africa,Kenya,WJR,1.73324,40.09161
Anjouan,Anjouan,Africa,Comoros,AJN,-12.126389,44.429722
Moheli,Moheli,Africa,Comoros,NWA,-12.283333,43.766667
Moroni Prince Said Ibrahim In,Moroni,Africa,Comoros,HAH,-11.533333,43.266667
Moroni Iconi,Moroni,Africa,Comoros,YVA,-11.711452,43.243089
Monrovia Sprigg Payne,Monrovia,Africa,Liberia,MLW,6.289444,-10.758333
Monrovia Roberts,Monrovia,Africa,Liberia,ROB,6.239722,-10.358889
Maseru,Maseru,Africa,Lesotho,MSU,-29.455854,27.558732
Pelaneng,Pelaneng,Africa,Lesotho,PEL,-30.55,27.916667
Kufrah,Kufrah,Africa,Libya,AKF,24.2,23.333333
Benghazi,Benghazi,Africa,Libya,BEN,32.1,20.266667
Ghat,Ghat,Africa,Libya,GHT,24.966667,10.166667
Beida,Beida,Africa,Libya,LAQ,32.816667,21.75
Mitiga,Mitiga,Africa,Libya,MJI,32.897222,13.277778
Misurata,Misurata,Africa,Libya,MRA,32.4,15.066667
Sebha,Sebha,Africa,Libya,SEB,27.016667,14.4625
Tripoli,Tripoli,Africa,Libya,TIP,32.663611,13.158889
Tobruk,Tobruk,Africa,Libya,TOB,31.854167,23.917222
Agadir,Agadir,Africa,Morocco,AGA,30.325619,-9.412708
Al Hoceima Charif Idr,Al Hoceima,Africa,Morocco,AHU,35.179722,-3.836944
Beni Mellal Airport,Beni Mellal,Africa,Morocco,BEM,32.397247,-6.323936
Casablanca Mohamed V.,Casablanca,Africa,Morocco,CMN,33.366667,-7.586667
Dakhla,Dakhla,Africa,Morocco,VIL,23.713333,-15.935
Errachidia,Errachidia,Africa,Morocco,ERH,31.95,-4.4
Essaouira,Essaouira,Africa,Morocco,ESU,31.3975,-9.681667
Fes-Saïss,Fes,Africa,Morocco,FEZ,33.933333,-4.966667
Goulimime,Goulimime,Africa,Morocco,GLN,29.016667,-10.066667
Laayoune Hassan I,Laayoune Hassan I,Africa,Morocco,EUN,27.166667,-13.216667
Marrakech Menara,Marrakech Menara,Africa,Morocco,RAK,31.608333,-8.038333
Nador,Nador,Africa,Morocco,NDR,34.988889,-3.028333
Ouarzazate,Ouarzazate,Africa,Morocco,OZZ,30.916667,-6.916667
Oujda L. Angades,Oujda,Africa,Morocco,OUD,34.783333,-1.933333
Rabat,Rabat,Africa,Morocco,RBA,34.05,-6.756944
Tangier Boukhalef,Tangier,Africa,Morocco,TNG,35.716667,-5.916667
Tan Tan,Tan Tan,Africa,Morocco,TTA,28.44819,-11.16135
Tetuan S. Ramel,Tetuan S. Ramel,Africa,Morocco,TTU,35.583333,-5.316667
Zagora,Zagora,Africa,Morocco,OZG,30.267143,-5.852456
Antalaha,Antalaha,Africa,Madagascar,ANM,-15,50.316667
Belo,Belo,Africa,Madagascar,BMD,-19.685102,44.541836
Antsiranana / Arrachart,Antsiranana,Africa,Madagascar,DIE,-12.346111,49.2925
Fort Dauphin,Fort Dauphin,Africa,Madagascar,FTU,-25.038056,46.955556
Majunga,Majunga,Africa,Madagascar,MJN,-15.665833,46.353056
Morondava,Morondava,Africa,Madagascar,MOQ,-20.283611,44.318333
Nossi-be,Nossi-be,Africa,Madagascar,NOS,-13.311111,48.313889
Sainte Marie,Sainte Marie,Africa,Madagascar,SMS,-17.083333,49.816667
Sambava,Sambava,Africa,Madagascar,SVB,-14.276944,50.175
Tulear,Tulear,Africa,Madagascar,TLE,-23.389722,43.724167
Tamatave,Tamatave,Africa,Madagascar,TMM,-18.11,49.392222
Antananarivo,Antananarivo,Africa,Madagascar,TNR,-18.8,47.483333
Maroantsetra,Maroantsetra,Africa,Madagascar,WMN,-15.433333,49.683333
Mananara,Mananara,Africa,Madagascar,WMR,-16.161944,49.770556
Bamako,Bamako,Africa,Mali,BKO,12.533611,-7.933333
Nouadhibou,Nouadhibou,Africa,Mauritania,NDB,20.934167,-17.028333
Nouakchott,Nouakchott,Africa,Mauritania,NKC,18.091944,-15.951944
Zouerate,Zouerate,Africa,Mauritania,OUZ,22.733333,-12.35
Mauritius,Mauritius,Africa,Mauritius,MRU,-20.4275,57.676389
Rodrigues Is,Rodrigues Is,Africa,Mauritius,RRG,-19.75,63.35
Blantyre,Blantyre,Africa,Malawi,BLZ,-15.674722,34.970833
Chelinda,Chelinda,Africa,Malawi,CEH,-10.55,33.8
Club Makokola,Club Makokola,Africa,Malawi,CMK,-14.3069,35.1325
Likoma Island,Likoma Island,Africa,Malawi,LIX,-12.083333,34.733333
Lilongwe,Lilongwe,Africa,Malawi,LLW,-13.783333,33.783333
Monkey Bay,Monkey Bay,Africa,Malawi,MYZ,-14.08333,34.91667
