Airport,City,Continent,Country,IATA/FAA,Latitude,Longitude
Utopia Creek,Utopia Creek,North America,United States,UTO,65.993333,-153.701667
Chevak,Chevak,North America,United States,VAK,61.528611,-165.590278
Victoria,Victoria,North America,United States,VCT,28.851111,-96.914444
Valdez,Valdez,North America,United States,VDZ,61.1325,-146.238889
Venetie,Venetie,North America,United States,VEE,67.023056,-146.411111
Vernal,Vernal,North America,United States,VEL,40.438847,-109.511032
Visalia,Visalia,North America,United States,VIS,36.319444,-119.393889
Valdosta Regional,Valdosta,North America,United States,VLD,30.783889,-83.277222
Valparaiso Ft. Walton Beach,Valparaiso,North America,United States,VPS,30.489444,-86.527222
Vero Beach,Vero Beach,North America,United States,VRB,27.6525,-80.413611
Wales,Wales,North America,United States,WAA,65.617222,-168.090833
Baltimore Washington International,Washington,North America,United States,BWI,39.175556,-76.671389
Washington Ronald Reagan,Washington,North America,United States,DCA,38.8517,-77.0369
Washington Dulles,Washington,North America,United States,IAD,38.95,-77.45
Stebbins,Stebbins,North America,United States,WBB,63.516667,-162.278889
Beaver,Beaver,North America,United States,WBQ,66.362222,-147.408333
Hyder,Hyder,North America,United States,WHD,55.916667,-130.083333
Aleknagik,Aleknagik,North America,United States,WKK,59.277778,-158.611111
Selawik,Selawik,North America,United States,WLK,66.602778,-159.983333
Meyers Chuck,Meyers Chuck,North America,United States,WMK,55.733333,-132.183333
White Mountain,White Mountain,North America,United States,WMO,64.686944,-163.406667
Napakiak,Napakiak,North America,United States,WNA,60.690536,-161.978645
Wrangell,Wrangell,North America,United States,WRG,56.484444,-132.366667
South Naknek,South Naknek,North America,United States,WSN,58.7273,-156.940556
Westsound,Westsound,North America,United States,WSX,48.617364,-122.95289
Noatak,Noatak,North America,United States,WTK,67.563056,-162.984167
Tuntutuliak,Tuntutuliak,North America,United States,WTL,60.35,-162.633333
Whale Pass,Whale Pass,North America,United States,WWP,56.666667,-133.833333
Newtok,Newtok,North America,United States,WWT,60.922778,-164.648611
West Yellowstone,West Yellowstone,North America,United States,WYS,44.686667,-111.104722
Yakutat,Yakutat,North America,United States,YAK,59.509167,-139.659722
Yakima Air Terminal,Yakima,North America,United States,YKM,46.566944,-120.537778
Youngstown,Youngstown,North America,United States,YNG,41.256111,-80.669722
Yuma International,Yuma,North America,United States,YUM,32.655852,-114.606972
Santa Fe,Santa Fe,North America,United States,SAF,35.616837,-106.090164
Fitiuta,Fitiuta,Oceania,American Samoa,FTI,-14.215549,-169.424415
Ofu,Ofu,Oceania,American Samoa,OFU,-14.166667,-169.7
Pago Pago,Pago Pago,Oceania,American Samoa,PPG,-14.326389,-170.696389
Arrabury,Arrabury,Oceania,Australia,AAB,-26.7,141.041667
Bamaga,Bamaga,Oceania,Australia,ABM,-10.866667,142.4
Albury,Albury,Oceania,Australia,ABX,-36.068333,146.976667
Adelaide,Adelaide,Oceania,Australia,ADL,-34.948333,138.534722
Albany,Albany,Oceania,Australia,ALH,-34.945,117.805833
Armidale,Armidale,Oceania,Australia,ARM,-30.528333,151.623333
Alice Springs,Alice Springs,Oceania,Australia,ASP,-23.803333,133.884167
Aurukun Mission,Aurukun Mission,Oceania,Australia,AUU,-13.354882,141.719856
Connellan,Ayers Rock,Oceania,Australia,AYQ,-25.333333,131.05
Barcaldine,Barcaldine,Oceania,Australia,BCI,-23.559167,145.301944
Bundaberg,Bundaberg,Oceania,Australia,BDB,-24.905833,152.320833
Badu Island,Badu Island,Oceania,Australia,BDD,-10.15,142.183333
Bedourie,Bedourie,Oceania,Australia,BEU,-24.3461,139.46001
Broken Hill,Broken Hill,Oceania,Australia,BHQ,-32.001667,141.466667
Bathurst,Bathurst,Oceania,Australia,BHS,-33.409167,149.653333
Blackall,Blackall,Oceania,Australia,BKQ,-24.434167,145.428333
Broome,Broome,Oceania,Australia,BME,-17.95,122.23
Brisbane,Brisbane,Oceania,Australia,BNE,-27.385833,153.116389
Ballina,Ballina,Oceania,Australia,BNK,-28.833333,153.55
Busselton,Bussellton,Oceania,Australia,BQB,-33.716667,115.25
Boulia,Boulia,Oceania,Australia,BQL,-22.9,139.9
Bathurst Island,Bathurst Island,Oceania,Australia,BRT,-11.766667,130.633333
Burketown,Burketown,Oceania,Australia,BUC,-17.75,139.533333
Birdsville,Birdsville,Oceania,Australia,BVI,-25.898333,139.343333
Burnie,Burnie,Oceania,Australia,BWT,-40.995833,145.728333
Barimunya,Barimunya,Oceania,Australia,BYP,-22.673888,119.166111
Cobar,Cobar,Oceania,Australia,CAZ,-31.535,145.793333
Cape Barren Island,Cape Barren Island,Oceania,Australia,CBI,-40.333333,148.166667
Canberra,Canberra,Oceania,Australia,CBR,-35.308889,149.195
Chinchilla,Chinchilla,Oceania,Australia,CCL,-26.75,150.633333
Ceduna,Ceduna,Oceania,Australia,CED,-32.131667,133.705835
Coffs Harbour,Coffs Harbour,Oceania,Australia,CFS,-30.321667,153.120833
Croker Island,Croker Island,Oceania,Australia,CKI,-11.16444,132.48194
Cunnamulla,Cunnamulla,Oceania,Australia,CMA,-28.031389,145.616111
Cootamundra,Cootamundra,Oceania,Australia,CMD,-34.628333,148.043333
Coonamble,Coonamble,Oceania,Australia,CNB,-30.980833,148.378333
Coconut Island,Coconut Island,Oceania,Australia,CNC,-10.05,143.066667
Cloncurry,Cloncurry,Oceania,Australia,CNJ,-20.666667,140.5
Cairns,Cairns,Oceania,Australia,CNS,-16.883333,145.751667
Coober Pedy,Coober Pedy,Oceania,Australia,CPD,-29.044444,134.752779
Charleville,Charleville,Oceania,Australia,CTL,-26.413333,146.26
Cooktown,Cooktown,Oceania,Australia,CTN,-15.443333,145.183333
Coen,Coen,Oceania,Australia,CUQ,-13.763889,143.113333
Carnarvon,Carnarvon,Oceania,Australia,CVQ,-24.88,113.666667
Dubbo,Dubbo,Oceania,Australia,DBO,-32.219167,148.5775
Mudgee,Mudgee,Oceania,Australia,DGE,-32.566667,149.616667
Doomadgee,Doomadgee,Oceania,Australia,DMD,-18,138.833333
Devonport,Devonport,Oceania,Australia,DPO,-41.170833,146.425
Derby Curtin,Derby,Oceania,Australia,DCN,-17.5672,123.8172
Darwin,Darwin,Oceania,Australia,DRW,-12.416667,130.872222
Edward River,Edward River,Oceania,Australia,EDR,-14.9,141.616667
Elcho Island,Elcho Island,Oceania,Australia,ELC,-12.016667,135.566667
Emerald,Emerald,Oceania,Australia,EMD,-23.57,148.178333
Esperance,Esperance,Oceania,Australia,EPR,-33.685,121.824167
Fitzroy Crossing,Fitzroy Crossing,Oceania,Australia,FIZ,-18.178333,125.554167
Flinders Island,Flinders Island,Oceania,Australia,FLS,-40.095,147.996667
Goulburn Island,Goulburn Island,Oceania,Australia,GBL,-11.55,133.433333
Geraldton,Geraldton,Oceania,Australia,GET,-28.79722,114.70139
Griffith,Griffith,Oceania,Australia,GFF,-34.250833,146.065833
Grafton,Grafton,Oceania,Australia,GFN,-29.755833,153.033889
Boigu Island,Boigu Island,Oceania,Australia,GIC,-9.233333,142.216667
Gladstone,Gladstone,Oceania,Australia,GLT,-23.833333,151.254167
Gove,Gove,Oceania,Australia,GOV,-12.281667,136.821667
Garden Point,Garden Point,Oceania,Australia,GPN,-11.766667,130.016667
Groote Eylandt,Groote Eylandt,Oceania,Australia,GTE,-13.972222,136.453333
Granites,Granites,Oceania,Australia,GTS,-26.966667,133.616667
Argyle,Argyle,Oceania,Australia,GYL,-16.640139,128.453693
Hobart,Hobart,Oceania,Australia,HBA,-42.833333,147.483333
Halls Creek,Halls Creek,Oceania,Australia,HCQ,-18.233333,127.666667
Hughenden,Hughenden,Oceania,Australia,HGD,-20.818889,144.224444
Horn Island,Horn Island,Oceania,Australia,HID,-10.583333,142.283333
Hayman Island,Hayman Island,Oceania,Australia,HIS,-20.060285,148.880754
Hamilton Island,Hamilton Island,Oceania,Australia,HTI,-20.3581,148.952
Hervey Bay,Hervey Bay,Oceania,Australia,HVB,-25.31889,152.88028
Lockhart River,Lockhart River,Oceania,Australia,IRG,-12.788889,143.3125
Mount Isa,Mount Isa,Oceania,Australia,ISA,-20.655833,139.479167
Julia Creek,Julia Creek,Oceania,Australia,JCK,-20.583333,141.7
Kings Creek Station,Kings Creek Station,Oceania,Australia,KCS,-24.383333,131.683333
Kingscote,Kingscote,Oceania,Australia,KGC,-35.655622,137.635346
Kalgoorlie,Kalgoorlie,Oceania,Australia,KGI,-30.766667,121.466667
King Island,King Island,Oceania,Australia,KNS,-39.883333,143.883333
Kununurra,Kununurra,Oceania,Australia,KNX,-15.785,128.708333
Karumba,Karumba,Oceania,Australia,KRB,-17.456667,140.831944
Karratha,Karratha,Oceania,Australia,KTA,-20.71,116.766667
Katherine,Katherine,Oceania,Australia,KTR,-14.4575,132.271389
Kubin Island,Kubin Island,Oceania,Australia,KUG,-10.233333,142.3
Kowanyama,Kowanyama,Oceania,Australia,KWM,-15.4875,141.748333
Lord Howe Island,Lord Howe Island,Oceania,Australia,LDH,-31.5375,159.079722
Learmonth,Learmonth,Oceania,Australia,LEA,-22.235,114.081667
Lake Evella,Lake Evella,Oceania,Australia,LEL,-12.508333,135.8
Chillagoe,Chillagoe,Oceania,Australia,LLG,-17.133333,144.533333
Leonora,Leonora,Oceania,Australia,LNO,-28.883333,121.3
Longreach,Longreach,Oceania,Australia,LRE,-23.437222,144.275556
Launceston,Launceston,Oceania,Australia,LST,-41.545833,147.21
Lismore,Lismore,Oceania,Australia,LSY,-28.833333,153.266667
Laverton,Laverton,Oceania,Australia,LVO,-28.633333,122.366667
Lizard Island,Lizard Island,Oceania,Australia,LZR,-14.666667,145.466667
Mcarthur River,Mcarthur River,Oceania,Australia,MCV,-16.466667,136.095
Sunshine Coast,Sunshine Coast,Oceania,Australia,MCY,-26.604167,153.09
Melbourne Avalon,Melbourne,Oceania,Australia,AVV,-38.03944,144.46944
Melbourne Essendon,Melbourne,Oceania,Australia,MEB,-37.72806,144.90194
Melbourne Tullamarine,Melbourne,Oceania,Australia,MEL,-37.67333,144.84333
Mount Gambier,Mount Gambier,Oceania,Australia,MGB,-37.754167,140.780556
Milingimbi,Milingimbi,Oceania,Australia,MGT,-12.096667,134.890278
Merimbula,Merimbula,Oceania,Australia,MIM,-36.908333,149.92
Monkey Mia,Monkey Mia,Oceania,Australia,MJK,-25.896389,113.577222
Meekatharra,Meekatharra,Oceania,Australia,MKR,-26.6,118.55
Mackay,Mackay,Oceania,Australia,MKY,-21.172778,149.181389
Mount Magnet,Mount Magnet,Oceania,Australia,MMG,-28.083333,117.85
Middlemount,Middlemount,Oceania,Australia,MMM,-22.8025,148.704722
Maningrida,Maningrida,Oceania,Australia,MNG,-12.066667,134.233333
Moranbah,Moranbah,Oceania,Australia,MOV,-22.0578,148.077
Mildura,Mildura,Oceania,Australia,MQL,-34.2275,142.085
Moree,Moree,Oceania,Australia,MRZ,-29.498333,149.845556
Moruya,Moruya,Oceania,Australia,MYA,-35.901667,150.146667
Murray Island,Murray Island,Oceania,Australia,MYI,-9.908333,144.05
Narrabri,Narrabri,Oceania,Australia,NAA,-30.3,149.833333
Nifty,Nifty,Oceania,Australia,NIF,-21.675,121.586111
Darnley Island,Darnley Island,Oceania,Australia,NLF,-9.583333,143.783333
Norfolk Island,Norfolk Island,Oceania,Australia,NLK,-29.0425,167.939444
Narrandera,Narrandera,Oceania,Australia,NRA,-34.701667,146.525
Newcastle Williamtown,Newcastle,Oceania,Australia,NTL,-32.795833,151.833333
Normanton,Normanton,Oceania,Australia,NTN,-17.688333,141.069722
Orange,Orange,Oceania,Australia,OAG,-33.379167,149.123333
Boolgeeda,Boolgeeda,Oceania,Australia,OCM,-22.539721,117.273333
Yorke Island,Yorke Island,Oceania,Australia,OKR,-9.766667,143.466667
Olympic Dam,Olympic Dam,Oceania,Australia,OLP,-30.485,136.877
Mornington,Mornington,Oceania,Australia,ONG,-16.583333,139.3
Onslow,Onslow,Oceania,Australia,ONS,-21.666667,115.1
Gold Coast,Gold Coast,Oceania,Australia,OOL,-28.183333,153.483333
Cooma,Cooma,Oceania,Australia,OOM,-36.308333,148.973333
Paraburdoo,Paraburdoo,Oceania,Australia,PBO,-23.166667,117.75
Perth,Perth,Oceania,Australia,PER,-31.931667,115.968333
Port Hedland,Port Hedland,Oceania,Australia,PHE,-20.383333,118.633333
Parkes,Parkes,Oceania,Australia,PKE,-33.130833,148.2425
Port Lincoln,Port Lincoln,Oceania,Australia,PLO,-34.606111,135.880557
Palm Island,Palm Island,Oceania,Australia,PMK,-18.333333,146.666667
Proserpine,Proserpine,Oceania,Australia,PPP,-20.496111,148.557222
Port Macquarie,Port Macquarie,Oceania,Australia,PQQ,-31.433333,152.866667
Portland,Portland,Oceania,Australia,PTJ,-38.384167,141.625
Ramingining,Ramingining,Oceania,Australia,RAM,-12,134.816667
Orbost,Orbost,Oceania,Australia,RBS,-37.7,148.5
Richmond,Richmond,Oceania,Australia,RCM,-20.703889,143.116667
Roma,Roma,Oceania,Australia,RMA,-26.547222,148.773056
Rockhampton,Rockhampton,Oceania,Australia,ROK,-23.377222,150.475
Rottnest Island,Rottnest Island,Oceania,Australia,RTS,-32.006944,115.536667
Ravensthorpe,Ravensthorpe,Oceania,Australia,RVT,-33.6,120.116666
Saibai Island,Saibai Island,Oceania,Australia,SBR,-9.383333,142.633333
St George,St George,Oceania,Australia,SGO,-28.053333,148.593889
Snake Bay,Snake Bay,Oceania,Australia,SNB,-11.416667,130.666667
Sydney Kingsford Smith,Sydney,Oceania,Australia,SYD,-33.944167,151.175833
Sue Island,Sue Island,Oceania,Australia,SYU,-10.208333,142.816667
Tennant Creek,Tennant Creek,Oceania,Australia,TCA,-19.638056,134.180833
Tamworth,Tamworth,Oceania,Australia,TMW,-31.081944,150.845556
Taree,Taree,Oceania,Australia,TRO,-31.816667,152.65
Townsville,Townsville,Oceania,Australia,TSV,-19.25,146.766667
Brisbane West Wellcamp,Toowoomba,Oceania,Australia,WTB,-27.558333,151.793333
Mabuiag Island,Mabuiag Island,Oceania,Australia,UBB,-9.95,142.183333
Quilpie,Quilpie,Oceania,Australia,ULP,-26.633333,144.3
Weipa,Weipa,Oceania,Australia,WEI,-12.683611,141.883333
Wagga Wagga,Wagga Wagga,Oceania,Australia,WGA,-35.166667,147.464444
Winton,Winton,Oceania,Australia,WIN,-22.35,143.066667
Miles Aerodrome,Miles,Oceania,Australia,WLE,-26.808055,150.1675
West Angleas,West Angleas,Oceania,Australia,WLP,-23.136665,118.703833
Windorah,Windorah,Oceania,Australia,WNR,-25.416667,142.666667
Wiluna,Wiluna,Oceania,Australia,WUN,-26.633333,120.216667
Whyalla,Whyalla,Oceania,Australia,WYA,-33.059608,137.518617
Yam Island,Yam Island,Oceania,Australia,XMY,-10.483333,142.45
Thargomindah,Thargomindah,Oceania,Australia,XTG,-27.966667,143.766667
Taroom,Taroom,Oceania,Australia,XTO,-25.433333,149.8
Biloela,Biloela,Oceania,Australia,ZBL,-24.401745,150.524197
Newman,Newman,Oceania,Australia,ZNE,-23.416667,119.8
Aitutaki,Aitutaki,Oceania,Cook Islands,AIT,-18.85,-159.75
Atiu Island,Atiu Island,Oceania,Cook Islands,AIU,-20.033333,-158.1
Rarotonga,Rarotonga,Oceania,Cook Islands,RAR,-21.200278,-159.8
Cicia,Cicia,Oceania,Fiji,ICI,-17.75,-179.333333
Kandavu,Kandavu,Oceania,Fiji,KDV,-19.05,178.166667
Koro Island,Koro Island,Oceania,Fiji,KXF,-17.333333,179.833333
Labasa,Labasa,Oceania,Fiji,LBS,-16.464722,179.340556
Lakeba,Lakeba,Oceania,Fiji,LKB,-18.23333,-178.8
Nadi,Nadi,Oceania,Fiji,NAN,-17.753056,177.447778
Rotuma Island,Rotuma Island,Oceania,Fiji,RTA,-12.5,177.05
Suva,Suva,Oceania,Fiji,SUV,-18.033333,178.55
Savusavu,Savusavu,Oceania,Fiji,SVU,-16.802778,179.344444
Taveuni,Taveuni,Oceania,Fiji,TVU,-16.69079,-179.87683
Vanuabalavu,Vanuabalavu,Oceania,Fiji,VBV,-17.233333,-178.95
Kosrae,Kosrae,Oceania,Micronesia,KSA,5.358392,162.958317
Pohnpei,Pohnpei,Oceania,Micronesia,PNI,6.985,158.208889
Truk,Truk,Oceania,Micronesia,TKK,7.459582,151.841011
Yap,Yap,Oceania,Micronesia,YAP,9.500874,138.085785
Guam A.B. Won Pat,Barrigada / Tamuning,Oceania,Guam,GUM,13.48,144.791111
Aranuka,Aranuka,Oceania,Kiribati,AAK,0.166667,173.583333
Abaiang,Abaiang,Oceania,Kiribati,ABF,1.670833,173.304167
Abemama Atoll,Abemama Atoll,Oceania,Kiribati,AEA,0.483333,173.85
Arorae Island,Arorae Island,Oceania,Kiribati,AIS,-2.65,176.833333
Butaritari,Butaritari,Oceania,Kiribati,BBG,3.0853,172.80857
Beru,Beru,Oceania,Kiribati,BEZ,-1.333333,176
Christmas Island,Christmas Island,Oceania,Kiribati,CXI,1.986111,-157.349722
Kuria,Kuria,Oceania,Kiribati,KUC,0.233333,173.383333
Maiana,Maiana,Oceania,Kiribati,MNK,1,173
Makin Island,Makin Island,Oceania,Kiribati,MTK,3.37501,172.99358
Marakei,Marakei,Oceania,Kiribati,MZK,2.05874,173.2715
Nikunau,Nikunau,Oceania,Kiribati,NIG,-1.333333,176.416667
Nonouti,Nonouti,Oceania,Kiribati,NON,-0.680556,174.35
Onotoa,Onotoa,Oceania,Kiribati,OOT,-1.916667,175.566667
Tabiteuea North,Tabiteuea North,Oceania,Kiribati,TBF,-1.231944,174.78
Tamana Island,Tamana Island,Oceania,Kiribati,TMN,-2.483333,175.983333
Tarawa,Tarawa,Oceania,Kiribati,TRW,1.383113,173.146591
Tabiteuea South,Tabiteuea South,Oceania,Kiribati,TSU,-1.416667,174.833333
Airok,Airok,Oceania,Marshall Islands,AIC,7.5,170.833333
Ailuk Island,Ailuk Island,Oceania,Marshall Islands,AIM,10.2,169.983333
Aur Island,Aur Island,Oceania,Marshall Islands,AUL,8.133333,171.166667
Bikini Atoll,Bikini Atoll,Oceania,Marshall Islands,BII,12,166
Kwajalein Atoll,Kwajalein Atoll,Oceania,Marshall Islands,EAL,9.31865,166.84997
Ebon,Ebon,Oceania,Marshall Islands,EBO,4.6,168.75
Mili Atoll,Mili Atoll,Oceania,Marshall Islands,EJT,6.083333,171.95
Enewetak Island,Enewetak Island,Oceania,Marshall Islands,ENT,11.5,162.25
Jeh,Jeh,Oceania,Marshall Islands,JEJ,7.5,169
Kaben,Kaben,Oceania,Marshall Islands,KBT,9.166667,170.916667
Kili Island,Kili Island,Oceania,Marshall Islands,KIO,5.65,169.2
Kwajalein,Kwajalein,Oceania,Marshall Islands,KWA,8.716667,167.733333
Likiep Island,Likiep Island,Oceania,Marshall Islands,LIK,9.816667,169.316667
Lae Island,Lae Island,Oceania,Marshall Islands,LML,8.916667,166.25
Majuro,Majuro,Oceania,Marshall Islands,MAJ,7.063611,171.270278
Maloelap Island,Maloelap Island,Oceania,Marshall Islands,MAV,8.75,171.1
Mili Island,Mili Island,Oceania,Marshall Islands,MIJ,6.083333,171.75
Mejit Island,Mejit Island,Oceania,Marshall Islands,MJB,10.283333,170.883333
Majkin,Majkin,Oceania,Marshall Islands,MJE,9,170
Namdrik Island,Namdrik Island,Oceania,Marshall Islands,NDK,5.633333,168.116667
Rongelap Island,Rongelap Island,Oceania,Marshall Islands,RNP,11.15,166.883333
Jaluit Island,Jaluit Island,Oceania,Marshall Islands,UIT,5.833333,169.616667
Ujae Island,Ujae Island,Oceania,Marshall Islands,UJE,9.083333,165.666667
Utirik Island,Utirik Island,Oceania,Marshall Islands,UTK,11.233333,169.866667
Woja,Woja,Oceania,Marshall Islands,WJA,7.4522,168.55131
Wotje Island,Wotje Island,Oceania,Marshall Islands,WTE,9.45,170.266667
Wotho Island,Wotho Island,Oceania,Marshall Islands,WTO,10.166667,166.033333
Rota,Rota,Oceania,Northern Mariana Islands,ROP,14.168333,145.249444
Saipan,Saipan,Oceania,Northern Mariana Islands,SPN,15.122778,145.711667
Belep Island,Belep Island,Oceania,New Caledonia,BMY,-19.75,163.666667
Ile Des Pins,Ile Des Pins,Oceania,New Caledonia,ILP,-22.589722,167.4475
Kone,Kone,Oceania,New Caledonia,KNQ,-21.0543,164.83701
Koumac,Koumac,Oceania,New Caledonia,KOC,-20.5,164.416667
Lifou,Lifou,Oceania,New Caledonia,LIF,-20.766667,167.25
Mare,Mare,Oceania,New Caledonia,MEE,-21.566667,168
Noumea Magenta,Noumea,Oceania,New Caledonia,GEA,-22.259722,166.470833
Noumea Tontouta,Noumea,Oceania,New Caledonia,NOU,-22.016944,166.210833
Tiga,Tiga,Oceania,New Caledonia,TGJ,-21,167.8
Touho,Touho,Oceania,New Caledonia,TOU,-20.79,165.259
Ouvea,Ouvea,Oceania,New Caledonia,UVE,-20.641991,166.572862
Nauru Island,Nauru Island,Oceania,Nauru,INU,-0.533333,166.916667
Niue Island,Niue Island,Oceania,Niue,IUE,-19.083333,-169.933333
Auckland International,Auckland,Oceania,New Zealand,AKL,-37.011111,174.799167
Auckland Mechanics Bay,Auckland,Oceania,New Zealand,MHB,-36.845,174.784722
Blenheim,Blenheim,Oceania,New Zealand,BHE,-41.516667,173.872222
Christchurch,Christchurch,Oceania,New Zealand,CHC,-43.488333,172.533333
Chatham Island,Chatham Island,Oceania,New Zealand,CHT,-43.8,-176.350001
Dunedin,Dunedin,Oceania,New Zealand,DUD,-45.925,170.2
Great Barrier Island,Great Barrier Island,Oceania,New Zealand,GBZ,-36.24188,175.4702
Gisborne,Gisborne,Oceania,New Zealand,GIS,-38.659722,177.972222
Hokitika,Hokitika,Oceania,New Zealand,HKK,-42.716111,170.986667
Hamilton,Hamilton,Oceania,New Zealand,HLZ,-37.861111,175.333333
Invercargill,Invercargill,Oceania,New Zealand,IVC,-46.4125,168.320833
Kaitaia,Kaitaia,Oceania,New Zealand,KAT,-35.069444,173.283333
Kaikoura,Kaikoura,Oceania,New Zealand,KBZ,-42.416667,173.683333
Kerikeri,Kerikeri,Oceania,New Zealand,KKE,-35.26202,173.912544
Takaka,Takaka,Oceania,New Zealand,KTF,-40.85,172.8
Napier-Hastings,Napier-Hastings,Oceania,New Zealand,NPE,-39.468056,176.865278
New Plymouth,New Plymouth,Oceania,New Zealand,NPL,-39.01,174.176389
Nelson,Nelson,Oceania,New Zealand,NSN,-41.3,173.219444
Karamea,Karamea,Oceania,New Zealand,NZK,-41.236769,172.104678
Picton,Picton,Oceania,New Zealand,PCN,-41.35,174.033333
Palmerston North,Palmerston North,Oceania,New Zealand,PMR,-40.322222,175.616667
Paraparaumu,Paraparaumu,Oceania,New Zealand,PPQ,-40.9,174.983333
Rotorua,Rotorua,Oceania,New Zealand,ROT,-38.111111,176.316667
Timaru,Timaru,Oceania,New Zealand,TIU,-44.302778,171.225
Tauranga,Tauranga,Oceania,New Zealand,TRG,-37.670833,176.194444
Taupo,Taupo,Oceania,New Zealand,TUO,-38.742222,176.083889
Wanganui,Wanganui,Oceania,New Zealand,WAG,-39.966667,175.024167
Whakatane,Whakatane,Oceania,New Zealand,WHK,-37.922222,176.913889
Wellington,Wellington,Oceania,New Zealand,WLG,-41.323889,174.801389
Whangarei,Whangarei,Oceania,New Zealand,WRE,-35.772222,174.361111
Westport,Westport,Oceania,New Zealand,WSZ,-41.739722,171.581944
Queenstown,Queenstown,Oceania,New Zealand,ZQN,-45.021389,168.738889
Anaa,Anaa,Oceania,French Polynesia,AAA,-17.352606,-145.509956
Ahe,Ahe,Oceania,French Polynesia,AHE,-14.428056,-146.256944
Apataki,Apataki,Oceania,French Polynesia,APK,-15.5736,-146.41499
Atuona,Atuona,Oceania,French Polynesia,AUQ,-9.766667,-139.016667
Arutua,Arutua,Oceania,French Polynesia,AXR,-15.25,-146.75
Bora Bora,Bora Bora,Oceania,French Polynesia,BOB,-16.443056,-151.748333
Faaite,Faaite,Oceania,French Polynesia,FAC,-16.683333,-145.333333
Fakarava,Fakarava,Oceania,French Polynesia,FAV,-16.0541,-145.657
Fangatau,Fangatau,Oceania,French Polynesia,FGU,-15.8199,-140.88699
Fakahina,Fakahina,Oceania,French Polynesia,FHZ,-16,-140.083333
Gambier Is,Gambier Is,Oceania,French Polynesia,GMR,-23.166667,-135
Hikueru,Hikueru,Oceania,French Polynesia,HHZ,-17.533333,-142.533333
Hao Island,Hao Island,Oceania,French Polynesia,HOI,-18.15,-140.95
Huahine,Huahine,Oceania,French Polynesia,HUH,-16.687222,-151.021667
Kauehi,Kauehi,Oceania,French Polynesia,KHZ,-15.766667,-145.116667
Kaukura Atoll,Kaukura Atoll,Oceania,French Polynesia,KKR,-15.6633,-146.88499
Katiu,Katiu,Oceania,French Polynesia,KXU,-16.339444,-144.403056
Maupiti,Maupiti,Oceania,French Polynesia,MAU,-16.433333,-152.25
Makemo,Makemo,Oceania,French Polynesia,MKP,-16.45,-143.666667
Moorea,Moorea,Oceania,French Polynesia,MOZ,-17.483333,-149.766667
Mataiva,Mataiva,Oceania,French Polynesia,MVT,-14.8681,-148.717
Napuka Island,Napuka Island,Oceania,French Polynesia,NAU,-14.1768,-141.267
Nuku Hiva,Nuku Hiva,Oceania,French Polynesia,NHV,-8.766667,-140.15
Niau,Niau,Oceania,French Polynesia,NIU,-16.13422,-146.36673
Nukutavake,Nukutavake,Oceania,French Polynesia,NUK,-19.183333,-138.7
Puka Puka,Puka Puka,Oceania,French Polynesia,PKP,-14.75,-138.966667
Papeete,Papeete,Oceania,French Polynesia,PPT,-17.55375,-149.60724
Pukarua,Pukarua,Oceania,French Polynesia,PUK,-18.266667,-137
Reao,Reao,Oceania,French Polynesia,REA,-18.5,-136.4
Raiatea,Raiatea,Oceania,French Polynesia,RFP,-16.716667,-151.466667
Rangiroa,Rangiroa,Oceania,French Polynesia,RGI,-14.95428,-147.6608
Aratika,Aratika,Oceania,French Polynesia,RKA,-15.4833,-145.46667
Rimatara,Rimatara,Oceania,French Polynesia,RMT,-22.63556,-152.854156
Raroia,Raroia,Oceania,French Polynesia,RRR,-16.06297,-142.485809
Rurutu,Rurutu,Oceania,French Polynesia,RUR,-22.433333,-151.333333
Rairua,Rairua,Oceania,French Polynesia,RVV,-25.883333,-147.65
Tikehau Atoll,Tikehau Atoll,Oceania,French Polynesia,TIH,-15,-147.75
Takume,Takume,Oceania,French Polynesia,TJN,-15.850556,-142.266944
Takapoto,Takapoto,Oceania,French Polynesia,TKP,-14.7095,-145.246
Tatakoto,Tatakoto,Oceania,French Polynesia,TKV,-17.283333,-138.333333
Takaroa,Takaroa,Oceania,French Polynesia,TKX,-14.5,-144.966667
Tubuai,Tubuai,Oceania,French Polynesia,TUB,-23.35,-149.466667
Ua Huka,Ua Huka,Oceania,French Polynesia,UAH,-8.933333,-139.55
Ua Pou,Ua Pou,Oceania,French Polynesia,UAP,-9.35167,-140.078
Vahitahi,Vahitahi,Oceania,French Polynesia,VHZ,-18.78,-138.853
Manihi,Manihi,Oceania,French Polynesia,XMH,-14.433333,-146.066667
Tureia,Tureia,Oceania,French Polynesia,ZTA,-20.816457,-138.504639
Biliau,Biliau,Oceania,Papua New Guinea,BIJ,-5.583333,146.2
Bensbach,Bensbach,Oceania,Papua New Guinea,BSP,-8.333333,141.083333
Buka,Buka,Oceania,Papua New Guinea,BUA,-5.433333,154.666667
Bulolo,Bulolo,Oceania,Papua New Guinea,BUL,-7.189722,146.647778
Kundiawa,Kundiawa,Oceania,Papua New Guinea,CMU,-6.02429,144.97099
Daru,Daru,Oceania,Papua New Guinea,DAU,-9.087222,143.193333
Goroka,Goroka,Oceania,Papua New Guinea,GKA,-6.079167,145.397778
Alotau,Alotau,Oceania,Papua New Guinea,GUR,-10.3115,150.334
