Airport,Airport_ID,City,Continent,Country,IATA/FAA,Latitude,Longitude
Tokyo Haneda,398,Tokyo,Asia,Japan,HND,35.553611,139.765833
Tokyo Narita,399,Tokyo,Asia,Japan,NRT,35.763889,140.391111
Bishkek,400,Bishkek,Asia,Kyrgyzstan,FRU,43.061389,74.4775
Osh,401,Osh,Asia,Kyrgyzstan,OSS,40.616667,72.816667
Pyongyang,402,Pyongyang,Asia,North Korea,FNJ,39.2,125.666667
Cheongju,403,Cheongju,Asia,South Korea,CJJ,36.716667,127.506667
Jeju,404,Jeju,Asia,South Korea,CJU,33.505556,126.495
Jinju,405,Jinju,Asia,South Korea,HIN,35.088056,128.078056
Pohang,406,Pohang,Asia,South Korea,KPO,35.986111,129.42
Gunsan,407,Gunsan,Asia,South Korea,KUV,35.983333,126.75
Gwangju,408,Gwangju,Asia,South Korea,KWJ,35.123333,126.810833
Gwangju Muan International,409,Gwangju,Asia,South Korea,MWX,35.1667,126.9167
Gimhae International,410,Busan,Asia,South Korea,PUS,35.179444,128.938333
Yeosu,411,Yeosu,Asia,South Korea,RSU,34.84233,127.61685
Seoul Gimpo,412,Seoul,Asia,South Korea,GMP,37.551111,126.785278
Seoul Incheon Int'l,413,Seoul,Asia,South Korea,ICN,37.469167,126.450556
Samcheok,414,Samcheok,Asia,South Korea,SUK,37.494444,129.136944
Suncheon,415,Suncheon,Asia,South Korea,SYS,34.833889,127.616944
Daegu,416,Daegu,Asia,South Korea,TAE,35.883333,128.666667
Ulsan,417,Ulsan,Asia,South Korea,USN,35.59349,129.35172
WonJu,418,WonJu,Asia,South Korea,WJU,37.434167,127.951667
Yangyang,419,Yangyang,Asia,South Korea,YNY,38.0613,128.66901
Aktobe,420,Aktobe,Asia,Kazakhstan,AKX,50.25,57.216667
Almaty,421,Almaty,Asia,Kazakhstan,ALA,43.35,77.033333
Balhash,422,Balhash,Asia,Kazakhstan,BXH,46.883333,75.016667
Krayniy,423,Baykonur,Asia,Kazakhstan,BXY,45.619909,63.210386
Shimkent,424,Shimkent,Asia,Kazakhstan,CIT,42.3,69.6
Zhambyl,425,Zhambyl,Asia,Kazakhstan,DMB,42.9,71.366667
Zhezkazgan,426,Zhezkazgan,Asia,Kazakhstan,DZN,47.7,67.733333
Atyrau,427,Atyrau,Asia,Kazakhstan,GUW,47.121944,51.821389
Karaganda,428,Karaganda,Asia,Kazakhstan,KGF,49.67083,73.33444
Kokshetau,429,Kokshetau,Asia,Kazakhstan,KOV,53.316667,69.4
Kostanay,430,Kostanay,Asia,Kazakhstan,KSN,53.2,63.55
Kzyl-Orda,431,Kzyl-Orda,Asia,Kazakhstan,KZO,44.710909,65.59267
Semipalatinsk,432,Semipalatinsk,Asia,Kazakhstan,PLX,50.3513,80.2344
Petropavlovsk,433,Petropavlovsk,Asia,Kazakhstan,PPK,54.783333,69.183333
Pavlodar,434,Pavlodar,Asia,Kazakhstan,PWQ,52.183333,77.066667
Aktau,435,Aktau,Asia,Kazakhstan,SCO,43.866667,51.100001
Zaisan,436,Zaisan,Asia,Kazakhstan,SZI,47.7,84.866667
Taldy-Kurgan,437,Taldy-Kurgan,Asia,Kazakhstan,TDK,45.15,78.433333
Astana,438,Astana,Asia,Kazakhstan,TSE,51.166667,71.5
Ust-Kamenogorsk,439,Ust-Kamenogorsk,Asia,Kazakhstan,UKK,50.033333,82.5
Uralsk,440,Uralsk,Asia,Kazakhstan,URA,51.15,51.550001
Urdzhar,441,Urdzhar,Asia,Kazakhstan,UZR,47.09,81.66
Bentota River,442,Bentota River,Asia,Sri Lanka,BJT,6.483333,79.983333
Batticaloa,443,Batticaloa,Asia,Sri Lanka,BTC,7.703333,81.678611
Colombo Bandaranayake,444,Colombo,Asia,Sri Lanka,CMB,7.175,79.884722
Colombo Ratmalana,445,Colombo,Asia,Sri Lanka,RML,6.819444,79.8875
Dikwella,446,Dikwella,Asia,Sri Lanka,DIW,5.990751,80.73323
Sigiriya,447,Sigiriya,Asia,Sri Lanka,GIU,7.955889,80.728111
Gal Oya,448,Gal Oya,Asia,Sri Lanka,GOY,7.333333,81.616667
Hambantota International Airport,449,Hambantota,Asia,Sri Lanka,HRI,6.124444,81.1225
Jaffna,450,Jaffna,Asia,Sri Lanka,JAF,9.791667,80.075
Katugastota,451,Katugastota,Asia,Sri Lanka,KDZ,7.200023,80.433311
Koggala,452,Koggala,Asia,Sri Lanka,KCT,5.983056,80.333056
Victoria Resevour Kandy,453,Kandy,Asia,Sri Lanka,KDW,7.3,80.6333
Kelaniya,454,Kelaniya,Asia,Sri Lanka,KEZ,6.983333,79.916667
Minneriya,455,Minneriya,Asia,Sri Lanka,MNH,7.75,83
Nuwara Eliya,456,Nuwara Eliya,Asia,Sri Lanka,NUA,6.966667,80.766667
Trincomalee,457,Trincomalee,Asia,Sri Lanka,TRR,8.539028,81.181389
Choibalsan,458,Choibalsan,Asia,Mongolia,COQ,48.133333,114.9
Dalanzadgad,459,Dalanzadgad,Asia,Mongolia,DLZ,43.5917,104.43
Khujirt,460,Khujirt,Asia,Mongolia,HJT,46.9,102.766667
Khatgal,461,Khatgal,Asia,Mongolia,HTM,50.45,100.166667
Khovd,462,Khovd,Asia,Mongolia,HVD,48.016667,91.65
Altai,463,Altai,Asia,Mongolia,LTI,46.3764,96.2211
Moron,464,Moron,Asia,Mongolia,MXV,49.633333,100.166667
Ulgit,465,Ulgit,Asia,Mongolia,ULG,48.966667,89.966667
Ulaanbaatar,466,Ulaanbaatar,Asia,Mongolia,ULN,47.843056,106.766389
Ulaangom,467,Ulaangom,Asia,Mongolia,ULO,49.983333,92.066667
Uliastai,468,Uliastai,Asia,Mongolia,ULZ,47.75,96.85
Dharavandhoo Island,469,Dharavandhoo Island,Asia,Maldives,DRV,5.155074,73.134195
Fuvahmulak Island,470,Fuvahmulak Island,Asia,Maldives,FVM,-0.309117,73.433458
Gan Island,471,Gan Island,Asia,Maldives,GAN,-0.683333,73.166667
Hanimaadhoo,472,Hanimaadhoo,Asia,Maldives,HAQ,6.733333,73.15
Ifuru,473,Ifuru,Asia,Maldives,IFU,5.708529,73.024756
Kaadedhdhoo,474,Kaadedhdhoo,Asia,Maldives,KDM,0.488056,72.996944
Kadhdhoo,475,Kadhdhoo,Asia,Maldives,KDO,1.85917,73.5219
Velana International,476,Male,Asia,Maldives,MLE,4.201389,73.524444
Thimarafushi,477,Thimarafushi,Asia,Maldives,TMF,2.212251,73.153163
Bhadrapur,478,Bhadrapur,Asia,Nepal,BDP,26.533333,88.083333
Bharatpur,479,Bharatpur,Asia,Nepal,BHR,27.676389,84.4325
Biratnagar,480,Biratnagar,Asia,Nepal,BIR,26.434722,87.283333
Bhairawa,481,Bhairawa,Asia,Nepal,BWA,27.504167,83.42
Dhangarhi,482,Dhangarhi,Asia,Nepal,DHI,28.683333,80.633333
Dolpa,483,Dolpa,Asia,Nepal,DOP,29,82.816667
Simikot,484,Simikot,Asia,Nepal,IMK,29.966667,81.816667
Janakpur,485,Janakpur,Asia,Nepal,JKR,26.708333,85.923889
Jomsom,486,Jomsom,Asia,Nepal,JMO,28.783333,83.733333
Jumla,487,Jumla,Asia,Nepal,JUM,29.273611,82.191944
Nepalganj,488,Nepalganj,Asia,Nepal,KEP,28.1325,81.576389
Kathmandu,489,Kathmandu,Asia,Nepal,KTM,27.700556,85.363056
Lukla,490,Lukla,Asia,Nepal,LUA,27.683333,86.733333
Manang,491,Manang,Asia,Nepal,NGX,28.641696,84.086375
Pokhara,492,Pokhara,Asia,Nepal,PKR,28.197222,83.986111
Phaplu,493,Phaplu,Asia,Nepal,PPL,27.516667,86.6
Simara,494,Simara,Asia,Nepal,SIF,27.15946,84.98012
Surkhet,495,Surkhet,Asia,Nepal,SKH,28.6,81.61667
Tumling Tar,496,Tumling Tar,Asia,Nepal,TMI,27.3,87.2
Bahawalpur,497,Bahawalpur,Asia,Pakistan,BHV,29.4,71.683333
Chitral,498,Chitral,Asia,Pakistan,CJL,35.886111,71.794444
Dalbandin,499,Dalbandin,Asia,Pakistan,DBA,28.883333,64.416667
Dadu,500,Dadu,Asia,Pakistan,DDU,26.75,67.75
Dera Ghazi Khan,501,Dera Ghazi Khan,Asia,Pakistan,DEA,29.960556,70.485278
Dera Ismail Khan,502,Dera Ismail Khan,Asia,Pakistan,DSK,31.916667,70.9
Gilgit,503,Gilgit,Asia,Pakistan,GIL,35.919167,74.335833
Gwadar,504,Gwadar,Asia,Pakistan,GWD,25.230556,62.338889
Hyderabad,505,Hyderabad,Asia,Pakistan,HDD,25.322222,68.363889
Islamabad,506,Islamabad,Asia,Pakistan,ISB,33.613889,73.104167
Kadanwari,507,Kadanwari,Asia,Pakistan,KCF,27.2,69.15
Skardu,508,Skardu,Asia,Pakistan,KDU,35.3,75.733333
Karachi,509,Karachi,Asia,Pakistan,KHI,24.905556,67.156944
Lahore,510,Lahore,Asia,Pakistan,LHE,31.520833,74.402778
Faisalabad,511,Faisalabad,Asia,Pakistan,LYP,31.369167,72.998056
Mohenjodaro,512,Mohenjodaro,Asia,Pakistan,MJD,27.336389,68.141667
Multan,513,Multan,Asia,Pakistan,MUX,30.202778,71.418056
Peshawar,514,Peshawar,Asia,Pakistan,PEW,34,71.5
Panjgur,515,Panjgur,Asia,Pakistan,PJG,26.966667,64.1
Zhob,516,Zhob,Asia,Pakistan,PZH,31.333333,69.5
Rahim Yar Khan,517,Rahim Yar Khan,Asia,Pakistan,RYK,28.383889,70.279722
Sawan,518,Sawan,Asia,Pakistan,RZS,26.966667,68.866667
Saidu Sharif,519,Saidu Sharif,Asia,Pakistan,SDT,34.75,72.35
Sialkot,520,Sialkot,Asia,Pakistan,SKT,32.533333,74.5
Sukkur,521,Sukkur,Asia,Pakistan,SKZ,27.72,68.793611
Turbat,522,Turbat,Asia,Pakistan,TUK,25.983333,63.066667
Quetta,523,Quetta,Asia,Pakistan,UET,30.253611,66.936111
Nawabshah,524,Nawabshah,Asia,Pakistan,WNS,26.219444,68.392222
Dushanbe,525,Dushanbe,Asia,Tajikistan,DYU,38.55,68.823611
Kurgon-Tyube,526,Kurgon-Tyube,Asia,Tajikistan,KQT,37.85961,68.86117
Khudzhand,527,Khudzhand,Asia,Tajikistan,LBD,40.216667,69.7
Kulyab,528,Kulyab,Asia,Tajikistan,TJU,37.9167,69.7833
Ashgabat,529,Ashgabat,Asia,Turkmenistan,ASB,37.981667,58.360833
Turkmenabad,530,Turkmenabad,Asia,Turkmenistan,CRZ,39.083333,63.616667
Turkmenbashi,531,Turkmenbashi,Asia,Turkmenistan,KRW,40.083333,53.083333
Mary,532,Mary,Asia,Turkmenistan,MYP,37.666667,61.833333
Dashoguz,533,Dashoguz,Asia,Turkmenistan,TAZ,41.833333,59.966667
Andizhan,534,Andizhan,Asia,Uzbekistan,AZN,40.733333,72.3
Bukhara,535,Bukhara,Asia,Uzbekistan,BHK,39.766667,64.483333
Fergana,536,Fergana,Asia,Uzbekistan,FEG,40.350278,71.733611
Karshi,537,Karshi,Asia,Uzbekistan,KSQ,38.8,65.766667
Nukus,538,Nukus,Asia,Uzbekistan,NCU,42.483333,59.633333
Namangan,539,Namangan,Asia,Uzbekistan,NMA,40.983333,71.6
Navoiy,540,Navoiy,Asia,Uzbekistan,NVI,40.12183,65.176435
Samarkand,541,Samarkand,Asia,Uzbekistan,SKD,39.7,67
Tashkent,542,Tashkent,Asia,Uzbekistan,TAS,41.25,69.283333
Termez,543,Termez,Asia,Uzbekistan,TMJ,37.268611,67.285833
Urgench,544,Urgench,Asia,Uzbekistan,UGC,41.65,60.533333
Saint John's,545,Saint John's,Central America and the Caribbean,Antigua and Barbuda,ANU,17.141111,-61.785556
The Valley,546,The Valley,Central America and the Caribbean,Anguilla,AXA,18.20483,-63.05508
Oranjestad,547,Oranjestad,Central America and the Caribbean,Aruba,AUA,12.502222,-70.013889
Bridgetown,548,Bridgetown,Central America and the Caribbean,Barbados,BGI,13.072222,-59.493056
Bonaire,549,Bonaire,Central America and the Caribbean,Caribbean Netherlands,BON,12.134167,-68.273333
St Eustatius,550,St Eustatius,Central America and the Caribbean,Caribbean Netherlands,EUX,17.493056,-62.977778
Saba Island,551,Saba Island,Central America and the Caribbean,Caribbean Netherlands,SAB,17.65,-63.216667
Arthur's Town,552,Arthur's Town,Central America and the Caribbean,Bahamas,ATC,24.628611,-75.671389
Spring Point,553,Spring Point,Central America and the Caribbean,Bahamas,AXP,22.4418,-73.9709
Bimini International,554,Bimini,Central America and the Caribbean,Bahamas,BIM,25.69988,-79.26466
Bimini North SPB,555,Bimini,Central America and the Caribbean,Bahamas,NSB,25.775,-79.25
Crooked Island,556,Crooked Island,Central America and the Caribbean,Bahamas,CRI,22.75,-74.15
North Eleuthera,557,North Eleuthera,Central America and the Caribbean,Bahamas,ELH,25.474722,-76.685
Freeport,558,Freeport,Central America and the Caribbean,Bahamas,FPO,26.555278,-78.7
George Town,559,George Town,Central America and the Caribbean,Bahamas,GGT,23.468056,-75.7825
Governors Harbour,560,Governors Harbour,Central America and the Caribbean,Bahamas,GHB,25.283889,-76.330833
Inagua,561,Inagua,Central America and the Caribbean,Bahamas,IGA,20.983333,-73.666667
Long Island,562,Long Island,Central America and the Caribbean,Bahamas,LGI,23.179444,-75.090556
Marsh Harbour,563,Marsh Harbour,Central America and the Caribbean,Bahamas,MHH,26.511111,-77.084722
Mayaguana,564,Mayaguana,Central America and the Caribbean,Bahamas,MYG,22.376667,-73.018333
Nassau International,565,Nassau,Central America and the Caribbean,Bahamas,NAS,25.040556,-77.471944
Rum Cay,566,Rum Cay,Central America and the Caribbean,Bahamas,RCY,23.666667,-74.966667
Rock Sound,567,Rock Sound,Central America and the Caribbean,Bahamas,RSD,24.89523,-76.17062
San Andros,568,San Andros,Central America and the Caribbean,Bahamas,SAQ,25.05,-78.05
Stella Maris,569,Stella Maris,Central America and the Caribbean,Bahamas,SML,23.583333,-75.268056
The Bight,570,The Bight,Central America and the Caribbean,Bahamas,TBI,24.315,-75.453611
Treasure Cay,571,Treasure Cay,Central America and the Caribbean,Bahamas,TCB,26.735,-77.372222
South Andros,572,South Andros,Central America and the Caribbean,Bahamas,TZN,24.165,-77.585278
San Salvador,573,San Salvador,Central America and the Caribbean,Bahamas,ZSA,24.06,-74.533056
Belmopan,574,Belmopan,Central America and the Caribbean,Belize,BCV,17.266667,-88.783333
Belize City Philip S.W.Goldson Int,575,Belize City,Central America and the Caribbean,Belize,BZE,17.536111,-88.31
Belize City Municipal,576,Belize City,Central America and the Caribbean,Belize,TZA,17.516063,-88.194702
Caye Caulker,577,Caye Caulker,Central America and the Caribbean,Belize,CUK,17.7347,-88.0325
Caye Chapel,578,Caye Chapel,Central America and the Caribbean,Belize,CYC,17.666667,-88.833333
Corozal,579,Corozal,Central America and the Caribbean,Belize,CZH,18.383229,-88.411424
Dangriga,580,Dangriga,Central America and the Caribbean,Belize,DGA,16.98251,-88.23099
Independence,581,Independence,Central America and the Caribbean,Belize,INB,16.5346,-88.44149
Orange Walk,582,Orange Walk,Central America and the Caribbean,Belize,ORZ,17.166667,-88.75
Placencia,583,Placencia,Central America and the Caribbean,Belize,PLJ,16.533346,-88.35336
Punta Gorda,584,Punta Gorda,Central America and the Caribbean,Belize,PND,16.1,-88.816667
San Pedro,585,San Pedro,Central America and the Caribbean,Belize,SPR,17.911111,-87.968611
San Ignacio Cayo,586,San Ignacio,Central America and the Caribbean,Belize,CYD,17.160125,-89.06
Silver Creek,587,Silver Creek,Central America and the Caribbean,Belize,SVK,16.433333,-88.2
Buenos Aires,588,Buenos Aires,Central America and the Caribbean,Costa Rica,BAI,9.166667,-83.333333
Drake Bay,589,Drake Bay,Central America and the Caribbean,Costa Rica,DRK,8.700499,-83.622437
Fortuna,590,Fortuna,Central America and the Caribbean,Costa Rica,FON,10.4,-84.483333
Golfito,591,Golfito,Central America and the Caribbean,Costa Rica,GLF,8.651389,-83.180833
Limon,592,Limon,Central America and the Caribbean,Costa Rica,LIO,9.955833,-83.021111
Liberia,593,Liberia,Central America and the Caribbean,Costa Rica,LIR,10.589722,-85.55
Nosara Beach,594,Nosara Beach,Central America and the Caribbean,Costa Rica,NOB,9.97649,-85.653
Punta Islita,595,Punta Islita,Central America and the Caribbean,Costa Rica,PBP,9.85611,-85.3708
Puerto Jimenez,596,Puerto Jimenez,Central America and the Caribbean,Costa Rica,PJM,8.583333,-83.333333
Palmar,597,Palmar,Central America and the Caribbean,Costa Rica,PMZ,8.953056,-83.470278
San Jose Juan Santamaria,598,San Jose,Central America and the Caribbean,Costa Rica,SJO,10,-84.2
San Jose Tobias Bolanos,599,San Jose,Central America and the Caribbean,Costa Rica,SYQ,9.95705,-84.1398
Tambor,600,Tambor,Central America and the Caribbean,Costa Rica,TMU,9.733333,-85.016667
Tamarindo,601,Tamarindo,Central America and the Caribbean,Costa Rica,TNO,10.31495,-85.81541
Tortuquero,602,Tortuquero,Central America and the Caribbean,Costa Rica,TTQ,10.566667,-83.516667
Quepos,603,Quepos,Central America and the Caribbean,Costa Rica,XQP,9.45,-84.15
Las Brujas,604,Cayo Las Brujas,Central America and the Caribbean,Cuba,BWW,22.621111,-79.147222
Baracoa,605,Baracoa,Central America and the Caribbean,Cuba,BCA,20.36532,-74.50621
Bayamo,606,Bayamo,Central America and the Caribbean,Cuba,BYM,20.4,-76.61667
Cayo Coco,607,Cayo Coco,Central America and the Caribbean,Cuba,CCC,22.5125,-78.508333
Cienfuegos,608,Cienfuegos,Central America and the Caribbean,Cuba,CFG,22.15,-80.414167
Camaguey,609,Camaguey,Central America and the Caribbean,Cuba,CMW,21.42043,-77.84743
Cayo Largo Del Sur,610,Cayo Largo Del Sur,Central America and the Caribbean,Cuba,CYO,21.61645,-81.54599
Guantanamo Los Canos,611,Guantanamo,Central America and the Caribbean,Cuba,GAO,20.084722,-75.158611
Nueva Gerona,612,Nueva Gerona,Central America and the Caribbean,Cuba,GER,21.8375,-82.78
Havana,613,Havana,Central America and the Caribbean,Cuba,HAV,22.989444,-82.4075
Holguin,614,Holguin,Central America and the Caribbean,Cuba,HOG,20.785278,-76.315
Moa,615,Moa,Central America and the Caribbean,Cuba,MOA,20.65411,-74.92211
Manzanillo,616,Manzanillo,Central America and the Caribbean,Cuba,MZO,20.286389,-77.093889
Santiago,617,Santiago,Central America and the Caribbean,Cuba,SCU,19.969167,-75.835833
Santa Clara,618,Santa Clara,Central America and the Caribbean,Cuba,SNU,22.491944,-79.941944
Havana,619,Havana,Central America and the Caribbean,Cuba,UPB,23.032778,-82.579444
Varadero,620,Varadero,Central America and the Caribbean,Cuba,VRA,23.034444,-81.435278
Las Tunas,621,Las Tunas,Central America and the Caribbean,Cuba,VTU,20.98764,-76.9358
Curacao,622,Curacao,Central America and the Caribbean,Curacao,CUR,12.194167,-68.960556
Dominica Cane Field,623,Dominica,Central America and the Caribbean,Dominica,DCF,15.336667,-61.391944
Dominica Melville Hall,624,Dominica,Central America and the Caribbean,Dominica,DOM,15.548216,-61.300449
La Romana,625,La Romana,Central America and the Caribbean,Dominican Republic,LRM,18.45258,-68.909383
Puerto Plata,626,Puerto Plata,Central America and the Caribbean,Dominican Republic,POP,19.757778,-70.57
Punta Cana,627,Punta Cana,Central America and the Caribbean,Dominican Republic,PUJ,18.566667,-68.383333
Samana,628,Samana,Central America and the Caribbean,Dominican Republic,AZS,19.27,-69.7375
La Isabela International,629,Santo Domingo,Central America and the Caribbean,Dominican Republic,JBQ,18.575731,-69.98144
Santo Domingo Las Americas,630,Santo Domingo,Central America and the Caribbean,Dominican Republic,SDQ,18.429167,-69.669167
Santiago,631,Santiago,Central America and the Caribbean,Dominican Republic,STI,19.469167,-70.700278
St. George,632,St. George,Central America and the Caribbean,Grenada,GND,12.004167,-61.786111
Marie Galante,633,Marie Galante,Central America and the Caribbean,Guadeloupe,GBJ,15.866667,-61.266667
Pointe-a-Pitre,634,Pointe-a-Pitre,Central America and the Caribbean,Guadeloupe,PTP,16.2675,-61.526389
St Martin Esperance,635,St Martin,Central America and the Caribbean,Guadeloupe,SFG,18.099722,-63.047222
Flores,636,Flores,Central America and the Caribbean,Guatemala,FRS,16.916667,-89.883333
Guatemala City,637,Guatemala City,Central America and the Caribbean,Guatemala,GUA,14.581944,-90.5275
Puerto Barrios,638,Puerto Barrios,Central America and the Caribbean,Guatemala,PBR,15.723056,-88.606111
Retalhuleu,639,Retalhuleu,Central America and the Caribbean,Guatemala,RER,14.520278,-91.696944
Brus Laguna,640,Brus Laguna,Central America and the Caribbean,Honduras,BHG,15.734722,-84.543333
Guanaja,641,Guanaja,Central America and the Caribbean,Honduras,GJA,16.445,-85.9058
Gualaco,642,Gualaco,Central America and the Caribbean,Honduras,GUO,15.116667,-86.133333
La Ceiba,643,La Ceiba,Central America and the Caribbean,Honduras,LCE,15.740556,-86.857222
Puerto Lempira,644,Puerto Lempira,Central America and the Caribbean,Honduras,PEU,15.216667,-83.766667
Roatan,645,Roatan,Central America and the Caribbean,Honduras,RTB,16.316667,-86.516667
Copan,646,Copan,Central America and the Caribbean,Honduras,RUY,15,-88
San Pedro Sula,647,San Pedro Sula,Central America and the Caribbean,Honduras,SAP,15.452778,-87.923611
Tela,648,Tela,Central America and the Caribbean,Honduras,TEA,15.771667,-87.487778
Tegucigalpa,649,Tegucigalpa,Central America and the Caribbean,Honduras,TGU,14.059722,-87.2175
Utila,650,Utila,Central America and the Caribbean,Honduras,UII,16.091667,-86.8875
Cap Haitien,651,Cap Haitien,Central America and the Caribbean,Haiti,CAP,19.732778,-72.195
Port Au Prince,652,Port Au Prince,Central America and the Caribbean,Haiti,PAP,18.58,-72.2925
Kingston Norman Manley,653,Kingston,Central America and the Caribbean,Jamaica,KIN,17.935556,-76.7875
Kingston Tinson,654,Kingston,Central America and the Caribbean,Jamaica,KTP,17.9875,-76.823333
Montego Bay,655,Montego Bay,Central America and the Caribbean,Jamaica,MBJ,18.501944,-77.9125
Nevis,656,Nevis,Central America and the Caribbean,Saint Kitts and Nevis,NEV,17.205,-62.5925
Basseterre,657,Basseterre,Central America and the Caribbean,Saint Kitts and Nevis,SKB,17.308056,-62.721389
Cayman Brac Is,658,Cayman Brac Is,Central America and the Caribbean,Cayman Islands,CYB,19.686667,-79.8875
Grand Cayman Island,659,Grand Cayman Island,Central America and the Caribbean,Cayman Islands,GCM,19.2925,-81.358056
Little Cayman,660,Little Cayman,Central America and the Caribbean,Cayman Islands,LYB,19.666667,-80.083333
St Lucia Vigie,661,Castries,Central America and the Caribbean,Saint Lucia,SLU,14.019167,-60.992778
St Lucia Hewanorra,662,Castries,Central America and the Caribbean,Saint Lucia,UVF,13.735556,-60.952222
Fort De France,663,Fort De France,Central America and the Caribbean,Martinique,FDF,14.589722,-61.006111
Montserrat,664,Montserrat,Central America and the Caribbean,Montserrat,MNI,16.75,-62.233333
Bluefields,665,Bluefields,Central America and the Caribbean,Nicaragua,BEF,11.996944,-83.768611
Bonanza,666,Bonanza,Central America and the Caribbean,Nicaragua,BZA,13.95,-84.6
Costa Esmeralda,667,Rivas,Central America and the Caribbean,Nicaragua,ECI,11.435385,-86.043562
Managua,668,Managua,Central America and the Caribbean,Nicaragua,MGA,12.141111,-86.168611
San Carlos,669,San Carlos,Central America and the Caribbean,Nicaragua,NCR,11.1334,-84.77
Puerto Cabezas,670,Puerto Cabezas,Central America and the Caribbean,Nicaragua,PUZ,14.045278,-83.383611
Corn Island,671,Corn Island,Central America and the Caribbean,Nicaragua,RNI,12.15,-83.066667
Siuna,672,Siuna,Central America and the Caribbean,Nicaragua,SIU,13.727222,-84.777778
Waspam,673,Waspam,Central America and the Caribbean,Nicaragua,WSP,14.683333,-84.016667
Achutupo,674,Achutupo,Central America and the Caribbean,Panama,ACU,9.190904,-77.993778
Bahia Pinas,675,Bahia Pinas,Central America and the Caribbean,Panama,BFQ,7.583333,-78.166667
Balboa,676,Balboa,Central America and the Caribbean,Panama,BLB,8.973056,-79.5575
Bocas Del Toro,677,Bocas Del Toro,Central America and the Caribbean,Panama,BOC,9.34,-82.251944
Changuinola,678,Changuinola,Central America and the Caribbean,Panama,CHX,9.458311,-82.515714
Chitre,679,Chitre,Central America and the Caribbean,Panama,CTD,7.966667,-80.433333
David,680,David,Central America and the Caribbean,Panama,DAV,8.383333,-82.433333
Jaque,681,Jaque,Central America and the Caribbean,Panama,JQE,7.51778,-78.1572
Mulatupo,682,Mulatupo,Central America and the Caribbean,Panama,MPP,9,-77.866667
Ustupo Ogobsucum,683,Ustupo Island,Central America and the Caribbean,Panama,OGM,9.136465,-77.932618
Contadora,684,Contadora,Central America and the Caribbean,Panama,OTD,8.62876,-79.0347
Panama City Paitilla,685,Panama City,Central America and the Caribbean,Panama,PAC,8.97334,-79.55558
Panama City Tocumen International,686,Panama City,Central America and the Caribbean,Panama,PTY,9.083333,-79.383333
Puerto Obaldia,687,Puerto Obaldia,Central America and the Caribbean,Panama,PUE,8.667222,-77.418333
Playon Chico,688,Playon Chico,Central America and the Caribbean,Panama,PYC,9.574444,-79.605833
Scarlett Martinez International ,689,Rio Hato,Central America and the Caribbean,Panama,RIH,8.2233,-80.074
San Jose Island,690,San Jose Island,Central America and the Caribbean,Panama,SIC,8.263402,-79.080076
Aguadilla,691,Aguadilla,Central America and the Caribbean,Puerto Rico,BQN,18.495833,-67.13
Ceiba,692,Ceiba,Central America and the Caribbean,Puerto Rico,TJR,18.245143,-65.643375
Culebra,693,Culebra,Central America and the Caribbean,Puerto Rico,CPX,18.3,-65.316667
Mayaguez,694,Mayaguez,Central America and the Caribbean,Puerto Rico,MAZ,18.257778,-67.148889
