Airport,Airport_ID,City,Continent,Country,IATA/FAA,Latitude,Longitude
Mare,3591,Mare,Oceania,New Caledonia,MEE,-21.566667,168
Noumea Magenta,3592,Noumea,Oceania,New Caledonia,GEA,-22.259722,166.470833
Noumea Tontouta,3593,Noumea,Oceania,New Caledonia,NOU,-22.016944,166.210833
Tiga,3594,Tiga,Oceania,New Caledonia,TGJ,-21,167.8
Touho,3595,Touho,Oceania,New Caledonia,TOU,-20.79,165.259
Ouvea,3596,Ouvea,Oceania,New Caledonia,UVE,-20.641991,166.572862
Nauru Island,3597,Nauru Island,Oceania,Nauru,INU,-0.533333,166.916667
Niue Island,3598,Niue Island,Oceania,Niue,IUE,-19.083333,-169.933333
Auckland International,3599,Auckland,Oceania,New Zealand,AKL,-37.011111,174.799167
Auckland Mechanics Bay,3600,Auckland,Oceania,New Zealand,MHB,-36.845,174.784722
Blenheim,3601,Blenheim,Oceania,New Zealand,BHE,-41.516667,173.872222
Christchurch,3602,Christchurch,Oceania,New Zealand,CHC,-43.488333,172.533333
Chatham Island,3603,Chatham Island,Oceania,New Zealand,CHT,-43.8,-176.350001
Dunedin,3604,Dunedin,Oceania,New Zealand,DUD,-45.925,170.2
Great Barrier Island,3605,Great Barrier Island,Oceania,New Zealand,GBZ,-36.24188,175.4702
Gisborne,3606,Gisborne,Oceania,New Zealand,GIS,-38.659722,177.972222
Hokitika,3607,Hokitika,Oceania,New Zealand,HKK,-42.716111,170.986667
Hamilton,3608,Hamilton,Oceania,New Zealand,HLZ,-37.861111,175.333333
Invercargill,3609,Invercargill,Oceania,New Zealand,IVC,-46.4125,168.320833
Kaitaia,3610,Kaitaia,Oceania,New Zealand,KAT,-35.069444,173.283333
Kaikoura,3611,Kaikoura,Oceania,New Zealand,KBZ,-42.416667,173.683333
Kerikeri,3612,Kerikeri,Oceania,New Zealand,KKE,-35.26202,173.912544
Takaka,3613,Takaka,Oceania,New Zealand,KTF,-40.85,172.8
Napier-Hastings,3614,Napier-Hastings,Oceania,New Zealand,NPE,-39.468056,176.865278
New Plymouth,3615,New Plymouth,Oceania,New Zealand,NPL,-39.01,174.176389
Nelson,3616,Nelson,Oceania,New Zealand,NSN,-41.3,173.219444
Karamea,3617,Karamea,Oceania,New Zealand,NZK,-41.236769,172.104678
Picton,3618,Picton,Oceania,New Zealand,PCN,-41.35,174.033333
Palmerston North,3619,Palmerston North,Oceania,New Zealand,PMR,-40.322222,175.616667
Paraparaumu,3620,Paraparaumu,Oceania,New Zealand,PPQ,-40.9,174.983333
Rotorua,3621,Rotorua,Oceania,New Zealand,ROT,-38.111111,176.316667
Timaru,3622,Timaru,Oceania,New Zealand,TIU,-44.302778,171.225
Tauranga,3623,Tauranga,Oceania,New Zealand,TRG,-37.670833,176.194444
Taupo,3624,Taupo,Oceania,New Zealand,TUO,-38.742222,176.083889
Wanganui,3625,Wanganui,Oceania,New Zealand,WAG,-39.966667,175.024167
Whakatane,3626,Whakatane,Oceania,New Zealand,WHK,-37.922222,176.913889
Wellington,3627,Wellington,Oceania,New Zealand,WLG,-41.323889,174.801389
Whangarei,3628,Whangarei,Oceania,New Zealand,WRE,-35.772222,174.361111
Westport,3629,Westport,Oceania,New Zealand,WSZ,-41.739722,171.581944
Queenstown,3630,Queenstown,Oceania,New Zealand,ZQN,-45.021389,168.738889
Anaa,3631,Anaa,Oceania,French Polynesia,AAA,-17.352606,-145.509956
Ahe,3632,Ahe,Oceania,French Polynesia,AHE,-14.428056,-146.256944
Apataki,3633,Apataki,Oceania,French Polynesia,APK,-15.5736,-146.41499
Atuona,3634,Atuona,Oceania,French Polynesia,AUQ,-9.766667,-139.016667
Arutua,3635,Arutua,Oceania,French Polynesia,AXR,-15.25,-146.75
Bora Bora,3636,Bora Bora,Oceania,French Polynesia,BOB,-16.443056,-151.748333
Faaite,3637,Faaite,Oceania,French Polynesia,FAC,-16.683333,-145.333333
Fakarava,3638,Fakarava,Oceania,French Polynesia,FAV,-16.0541,-145.657
Fangatau,3639,Fangatau,Oceania,French Polynesia,FGU,-15.8199,-140.88699
Fakahina,3640,Fakahina,Oceania,French Polynesia,FHZ,-16,-140.083333
Gambier Is,3641,Gambier Is,Oceania,French Polynesia,GMR,-23.166667,-135
Hikueru,3642,Hikueru,Oceania,French Polynesia,HHZ,-17.533333,-142.533333
Hao Island,3643,Hao Island,Oceania,French Polynesia,HOI,-18.15,-140.95
Huahine,3644,Huahine,Oceania,French Polynesia,HUH,-16.687222,-151.021667
Kauehi,3645,Kauehi,Oceania,French Polynesia,KHZ,-15.766667,-145.116667
Kaukura Atoll,3646,Kaukura Atoll,Oceania,French Polynesia,KKR,-15.6633,-146.88499
Katiu,3647,Katiu,Oceania,French Polynesia,KXU,-16.339444,-144.403056
Maupiti,3648,Maupiti,Oceania,French Polynesia,MAU,-16.433333,-152.25
Makemo,3649,Makemo,Oceania,French Polynesia,MKP,-16.45,-143.666667
Moorea,3650,Moorea,Oceania,French Polynesia,MOZ,-17.483333,-149.766667
Mataiva,3651,Mataiva,Oceania,French Polynesia,MVT,-14.8681,-148.717
Napuka Island,3652,Napuka Island,Oceania,French Polynesia,NAU,-14.1768,-141.267
Nuku Hiva,3653,Nuku Hiva,Oceania,French Polynesia,NHV,-8.766667,-140.15
Niau,3654,Niau,Oceania,French Polynesia,NIU,-16.13422,-146.36673
Nukutavake,3655,Nukutavake,Oceania,French Polynesia,NUK,-19.183333,-138.7
Puka Puka,3656,Puka Puka,Oceania,French Polynesia,PKP,-14.75,-138.966667
Papeete,3657,Papeete,Oceania,French Polynesia,PPT,-17.55375,-149.60724
Pukarua,3658,Pukarua,Oceania,French Polynesia,PUK,-18.266667,-137
Reao,3659,Reao,Oceania,French Polynesia,REA,-18.5,-136.4
Raiatea,3660,Raiatea,Oceania,French Polynesia,RFP,-16.716667,-151.466667
Rangiroa,3661,Rangiroa,Oceania,French Polynesia,RGI,-14.95428,-147.6608
Aratika,3662,Aratika,Oceania,French Polynesia,RKA,-15.4833,-145.46667
Rimatara,3663,Rimatara,Oceania,French Polynesia,RMT,-22.63556,-152.854156
Raroia,3664,Raroia,Oceania,French Polynesia,RRR,-16.06297,-142.485809
Rurutu,3665,Rurutu,Oceania,French Polynesia,RUR,-22.433333,-151.333333
Rairua,3666,Rairua,Oceania,French Polynesia,RVV,-25.883333,-147.65
Tikehau Atoll,3667,Tikehau Atoll,Oceania,French Polynesia,TIH,-15,-147.75
Takume,3668,Takume,Oceania,French Polynesia,TJN,-15.850556,-142.266944
Takapoto,3669,Takapoto,Oceania,French Polynesia,TKP,-14.7095,-145.246
Tatakoto,3670,Tatakoto,Oceania,French Polynesia,TKV,-17.283333,-138.333333
Takaroa,3671,Takaroa,Oceania,French Polynesia,TKX,-14.5,-144.966667
Tubuai,3672,Tubuai,Oceania,French Polynesia,TUB,-23.35,-149.466667
Ua Huka,3673,Ua Huka,Oceania,French Polynesia,UAH,-8.933333,-139.55
Ua Pou,3674,Ua Pou,Oceania,French Polynesia,UAP,-9.35167,-140.078
Vahitahi,3675,Vahitahi,Oceania,French Polynesia,VHZ,-18.78,-138.853
Manihi,3676,Manihi,Oceania,French Polynesia,XMH,-14.433333,-146.066667
Tureia,3677,Tureia,Oceania,French Polynesia,ZTA,-20.816457,-138.504639
Biliau,3678,Biliau,Oceania,Papua New Guinea,BIJ,-5.583333,146.2
Bensbach,3679,Bensbach,Oceania,Papua New Guinea,BSP,-8.333333,141.083333
Buka,3680,Buka,Oceania,Papua New Guinea,BUA,-5.433333,154.666667
Bulolo,3681,Bulolo,Oceania,Papua New Guinea,BUL,-7.189722,146.647778
Kundiawa,3682,Kundiawa,Oceania,Papua New Guinea,CMU,-6.02429,144.97099
Daru,3683,Daru,Oceania,Papua New Guinea,DAU,-9.087222,143.193333
Goroka,3684,Goroka,Oceania,Papua New Guinea,GKA,-6.079167,145.397778
Alotau,3685,Alotau,Oceania,Papua New Guinea,GUR,-10.3115,150.334
Mount Hagen,3686,Mount Hagen,Oceania,Papua New Guinea,HGU,-5.827222,144.295
Hoskins,3687,Hoskins,Oceania,Papua New Guinea,HKN,-5.475278,150.416667
Kieta,3688,Kieta,Oceania,Papua New Guinea,KIE,-6.316667,155.716667
Kanua,3689,Kanua,Oceania,Papua New Guinea,KTK,-5.338889,154.75
Kavieng,3690,Kavieng,Oceania,Papua New Guinea,KVG,-2.577778,150.815556
Lae,3691,Lae,Oceania,Papua New Guinea,LAE,-6.569722,146.726111
Lengbati,3692,Lengbati,Oceania,Papua New Guinea,LNC,-6.366667,147.366667
Lihir Island,3693,Lihir Island,Oceania,Papua New Guinea,LNV,-3.066667,152.616667
Losuia,3694,Losuia,Oceania,Papua New Guinea,LSA,-8.50582,151.08099
Madang,3695,Madang,Oceania,Papua New Guinea,MAG,-5.209167,145.781667
Manus Island,3696,Manus Island,Oceania,Papua New Guinea,MAS,-2.056667,147.424444
Mendi,3697,Mendi,Oceania,Papua New Guinea,MDU,-6.158611,143.65
Misima Island,3698,Misima Island,Oceania,Papua New Guinea,MIS,-10.6892,152.838
Malalaua,3699,Malalaua,Oceania,Papua New Guinea,MLQ,-7.991667,146.085
Moro,3700,Moro,Oceania,Papua New Guinea,MXH,-6.3525,143.250556
Balimo,3701,Balimo,Oceania,Papua New Guinea,OPU,-8.052006,142.939939
Popondetta,3702,Popondetta,Oceania,Papua New Guinea,PNP,-8.80454,148.30901
Port Moresby,3703,Port Moresby,Oceania,Papua New Guinea,POM,-9.445,147.210278
Rabaul,3704,Rabaul,Oceania,Papua New Guinea,RAB,-4.333333,152.366667
Samarai Island,3705,Samarai Island,Oceania,Papua New Guinea,SQT,-10.55,150.683333
Siassi,3706,Siassi,Oceania,Papua New Guinea,SSS,-5.616667,147.816667
Tabubil,3707,Tabubil,Oceania,Papua New Guinea,TBG,-5.27861,141.226
Teptep,3708,Teptep,Oceania,Papua New Guinea,TEP,-5.85,146.5
Tufi,3709,Tufi,Oceania,Papua New Guinea,TFI,-9.07595,149.31984
Tari,3710,Tari,Oceania,Papua New Guinea,TIZ,-5.860556,142.940556
Kiunga,3711,Kiunga,Oceania,Papua New Guinea,UNG,-6.116667,141.291667
Vanimo,3712,Vanimo,Oceania,Papua New Guinea,VAI,-2.694722,141.301944
Wapenamanda,3713,Wapenamanda,Oceania,Papua New Guinea,WBM,-5.6433,143.895
Wewak,3714,Wewak,Oceania,Papua New Guinea,WWK,-3.585833,143.673333
Koror,3715,Koror,Oceania,Palau,ROR,7.364444,134.553056
Auki,3716,Auki,Oceania,Solomon Islands,AKS,-8.697778,160.680833
Atoifi,3717,Atoifi,Oceania,Solomon Islands,ATD,-8.866667,161.033333
Balalae,3718,Balalae,Oceania,Solomon Islands,BAS,-6.983333,155.883333
Bellona,3719,Bellona,Oceania,Solomon Islands,BNY,-11.3,159.816667
Choiseul Bay,3720,Choiseul Bay,Oceania,Solomon Islands,CHY,-7,156.666667
Sege,3721,Sege,Oceania,Solomon Islands,EGM,-8.55,157.85
Fera Island,3722,Fera Island,Oceania,Solomon Islands,FRE,-8.1,159.583333
Gizo,3723,Gizo,Oceania,Solomon Islands,GZO,-8.116667,156.833333
Honiara,3724,Honiara,Oceania,Solomon Islands,HIR,-9.425278,160.045556
Kirakira,3725,Kirakira,Oceania,Solomon Islands,IRA,-10.5,161.833333
Kagau,3726,Kagau,Oceania,Solomon Islands,KGE,-7.331055,157.586603
Munda,3727,Munda,Oceania,Solomon Islands,MUA,-8.333333,157.266667
Santa Ana,3728,Santa Ana,Oceania,Solomon Islands,NNB,-10.833333,162.5
Ramata,3729,Ramata,Oceania,Solomon Islands,RBV,-8.165556,157.639444
Arona,3730,Arona,Oceania,Solomon Islands,RNA,-9.864444,161.983056
Rennell,3731,Rennell,Oceania,Solomon Islands,RNL,-11.666667,160.3
Marau Sound,3732,Marau Sound,Oceania,Solomon Islands,RUS,-9.86167,160.825
Santa Cruz Is,3733,Santa Cruz Is,Oceania,Solomon Islands,SCZ,-11.616667,166.85
Suavanao,3734,Suavanao,Oceania,Solomon Islands,VAO,-7.566667,158.666667
Dili,3735,Dili,Oceania,East Timor,DIL,-8.546667,125.524722
Kon,3736,Kon,Oceania,East Timor,KCI,-8.35,127.05
Eua,3737,Eua,Oceania,Tonga,EUA,-21.375833,-174.959167
Ha'Apai,3738,Ha'Apai,Oceania,Tonga,HPA,-19.816667,-174.333333
Niuafo'ou,3739,Niuafo'ou,Oceania,Tonga,NFO,-15.6,-175.65
Niuatoputapu,3740,Niuatoputapu,Oceania,Tonga,NTT,-15.5,-174
Tongatapu,3741,Tongatapu,Oceania,Tonga,TBU,-21.25,-175.15
Vava'u,3742,Vava'u,Oceania,Tonga,VAV,-18.583333,-173.966667
Funafuti,3743,Funafuti,Oceania,Tuvalu,FUN,-8.516667,179.208333
Aneityum,3744,Aneityum,Oceania,Vanuatu,AUY,-20.333333,169.666667
Aniwa,3745,Aniwa,Oceania,Vanuatu,AWD,-19.25,169.5
Craig Cove,3746,Craig Cove,Oceania,Vanuatu,CCV,-16.2,167.5
Dillons Bay,3747,Dillons Bay,Oceania,Vanuatu,DLY,-18.7694,169.00101
Emae,3748,Emae,Oceania,Vanuatu,EAE,-17.166667,168.416667
Futuna Island,3749,Futuna Island,Oceania,Vanuatu,FTA,-19.5164,170.23199
Ipota,3750,Ipota,Oceania,Vanuatu,IPA,-18.75,169.183333
Lamen Bay,3751,Lamen Bay,Oceania,Vanuatu,LNB,-16.583333,168.183333
Lonorore,3752,Lonorore,Oceania,Vanuatu,LNE,-15.8656,168.172
Longana,3753,Longana,Oceania,Vanuatu,LOD,-15.316667,167.966667
Lamap,3754,Lamap,Oceania,Vanuatu,LPM,-16.466667,167.816667
Mota Lava,3755,Mota Lava,Oceania,Vanuatu,MTV,-13.666667,167.666667
Maewo,3756,Maewo,Oceania,Vanuatu,MWF,-15.166667,168.166667
Norsup,3757,Norsup,Oceania,Vanuatu,NUS,-16.058333,167.4
Paama,3758,Paama,Oceania,Vanuatu,PBJ,-16.433333,168.216667
Sola,3759,Sola,Oceania,Vanuatu,SLH,-13.883333,167.55
Espiritu Santo,3760,Espiritu Santo,Oceania,Vanuatu,SON,-15.516667,167.216667
Sara,3761,Sara,Oceania,Vanuatu,SSR,-15.5,168.3
South West Bay,3762,South West Bay,Oceania,Vanuatu,SWJ,-16.495,167.438
Tanna,3763,Tanna,Oceania,Vanuatu,TAH,-19.333333,169.25
Tongoa,3764,Tongoa,Oceania,Vanuatu,TGH,-16.903611,168.546667
Torres,3765,Torres,Oceania,Vanuatu,TOH,-13.328,166.638
Ulei,3766,Ulei,Oceania,Vanuatu,ULB,-16.416667,168.333333
Port Vila,3767,Port Vila,Oceania,Vanuatu,VLI,-17.699444,168.319722
Valesdir,3768,Valesdir,Oceania,Vanuatu,VLS,-16.8,168.2
Walaha,3769,Walaha,Oceania,Vanuatu,WLH,-15.416667,167.7
Gaua,3770,Gaua,Oceania,Vanuatu,ZGU,-14.25,167.5
Futuna Island,3771,Futuna Island,Oceania,Wallis and Futuna Islands,FUT,-14.268376,-178.16803
Wallis Island,3772,Wallis Island,Oceania,Wallis and Futuna Islands,WLS,-13.233333,-176.166667
Apia Faleolo,3773,Apia,Oceania,Samoa,APW,-13.833333,-172
Apia Fagali I,3774,Apia,Oceania,Samoa,FGI,-13.833333,-171.733333
San Rafael,3775,San Rafael,South America,Argentina,AFA,-34.589167,-68.400556
Bahia Blanca,3776,Bahia Blanca,South America,Argentina,BHI,-38.730556,-62.150556
San Carlos DeBariloche,3777,San Carlos DeBariloche,South America,Argentina,BRC,-41.149722,-71.158333
Buenos Aires Jorge Newbery,3778,Buenos Aires,South America,Argentina,AEP,-34.558889,-58.415833
Buenos Aires Ministro Pistarini,3779,Buenos Aires,South America,Argentina,EZE,-34.82,-58.533889
Corrientes,3780,Corrientes,South America,Argentina,CNQ,-27.449722,-58.762222
Cordoba,3781,Cordoba,South America,Argentina,COR,-31.313056,-64.199444
San Martin DeLos Andes,3782,San Martin DeLos Andes,South America,Argentina,CPC,-40.066667,-71.133333
Comodoro Rivadavia,3783,Comodoro Rivadavia,South America,Argentina,CRD,-45.787222,-67.462778
Coronel Suarez,3784,Coronel Suarez,South America,Argentina,CSZ,-37.433333,-67.883333
Catamarca,3785,Catamarca,South America,Argentina,CTC,-28.448333,-65.779722
Esquel,3786,Esquel,South America,Argentina,EQS,-42.909722,-71.1425
Formosa,3787,Formosa,South America,Argentina,FMA,-26.212778,-58.235
El Calafate,3788,El Calafate,South America,Argentina,FTE,-50.280278,-72.053333
Iguazu,3789,Iguazu,South America,Argentina,IGR,-25.73504,-54.482574
La Rioja,3790,La Rioja,South America,Argentina,IRJ,-29.383333,-66.783333
Jujuy,3791,Jujuy,South America,Argentina,JUJ,-24.4,-65.083333
Mar Del Plata,3792,Mar Del Plata,South America,Argentina,MDQ,-37.934722,-57.572222
Mendoza,3793,Mendoza,South America,Argentina,MDZ,-32.831944,-68.784722
Neuquen,3794,Neuquen,South America,Argentina,NQN,-38.95,-68.152222
Puerto Madryn,3795,Puerto Madryn,South America,Argentina,PMY,-42.759167,-65.102778
Parana,3796,Parana,South America,Argentina,PRA,-31.795,-60.48
Posadas,3797,Posadas,South America,Argentina,PSS,-27.38584,-55.97073
Puerto Deseado,3798,Puerto Deseado,South America,Argentina,PUD,-47.75,-65.916667
Rio Cuarto,3799,Rio Cuarto,South America,Argentina,RCU,-33.085,-64.261389
Rincon de los Sauces,3800,Rincon de los Sauces,South America,Argentina,RDS,-37.383333,-68.9
Trelew,3801,Trelew,South America,Argentina,REL,-43.233333,-65.323333
Resistencia,3802,Resistencia,South America,Argentina,RES,-27.451389,-59.050833
Rio Grande,3803,Rio Grande,South America,Argentina,RGA,-53.779167,-67.75
Rio Gallegos,3804,Rio Gallegos,South America,Argentina,RGL,-51.616667,-69.283333
Rio Hondo,3805,Rio Hondo,South America,Argentina,RHD,-27.533333,-64.95
Rosario,3806,Rosario,South America,Argentina,ROS,-32.90361,-60.785
Santa Rosa,3807,Santa Rosa,South America,Argentina,RSA,-36.58832,-64.27569
San Luis,3808,San Luis,South America,Argentina,LUQ,-33.274444,-66.358611
Santiago Del Estero,3809,Santiago Del Estero,South America,Argentina,SDE,-27.765278,-64.322222
Santa Fe,3810,Santa Fe,South America,Argentina,SFN,-31.71167,-60.81167
Salta,3811,Salta,South America,Argentina,SLA,-24.855,-65.472222
Tucuman,3812,Tucuman,South America,Argentina,TUC,-26.840833,-65.105
San Juan,3813,San Juan,South America,Argentina,UAQ,-31.571389,-68.418333
Ushuaia,3814,Ushuaia,South America,Argentina,USH,-54.84328,-68.29575
Viedma,3815,Viedma,South America,Argentina,VDM,-40.85,-63.016667
Yacuiba,3816,Yacuiba,South America,Bolivia,BYC,-21.95,-63.65
Cochabamba,3817,Cochabamba,South America,Bolivia,CBB,-17.428333,-66.171667
Cobija,3818,Cobija,South America,Bolivia,CIJ,-11.040278,-68.782778
Guayaramerin,3819,Guayaramerin,South America,Bolivia,GYA,-10.81667,-65.35
La Paz,3820,La Paz,South America,Bolivia,LPB,-16.51334,-68.19226
Oruro,3821,Oruro,South America,Bolivia,ORU,-17.964167,-67.080833
Potosi,3822,Potosi,South America,Bolivia,POI,-19.533333,-65.716667
Rurrenabaque,3823,Rurrenabaque,South America,Bolivia,RBQ,-14.45,-67.55
Riberalta,3824,Riberalta,South America,Bolivia,RIB,-11.006944,-66.093056
Santa Ana,3825,Santa Ana,South America,Bolivia,SBL,-13.716667,-65.45
San Ignacio De Velasco,3826,San Ignacio De Velasco,South America,Bolivia,SNG,-16.383056,-60.976389
Sucre,3827,Sucre,South America,Bolivia,SRE,-19.00708,-65.28875
Santa Cruz El Trompillo,3828,Santa Cruz,South America,Bolivia,SRZ,-17.81158,-63.17148
Santa Cruz Viru Viru,3829,Santa Cruz,South America,Bolivia,VVI,-17.64476,-63.13536
Trinidad,3830,Trinidad,South America,Bolivia,TDD,-14.683333,-64.833333
Tarija,3831,Tarija,South America,Bolivia,TJA,-21.555833,-64.701389
Uyuni,3832,Uyuni,South America,Bolivia,UYU,-20.4667,-66.8333
Araxa,3833,Araxa,South America,Brazil,AAX,-19.568056,-46.929167
Alta Floresta,3834,Alta Floresta,South America,Brazil,AFL,-10,-56
Aracaju,3835,Aracaju,South America,Brazil,AJU,-10.983333,-37.05
Aracatuba,3836,Aracatuba,South America,Brazil,ARU,-21.143611,-50.426111
Altamira,3837,Altamira,South America,Brazil,ATM,-3.2,-52.216667
Itauba,3838,Itauba,South America,Brazil,AUB,-5.76,-63.35
Araguaina,3839,Araguaina,South America,Brazil,AUX,-7.2,-48.2
Bauru-Arealva,3840,Bauru,South America,Brazil,JTC,-22.157778,-49.068333
Barbelos,3841,Barbelos,South America,Brazil,BAZ,-0.966944,-62.933611
Belem,3842,Belem,South America,Brazil,BEL,-1.379167,-48.476111
Belo Horizonte Tancredo Neves Int'l.,3843,Belo Horizonte,South America,Brazil,CNF,-19.633333,-43.968611
Belo Horizonte Pampulha,3844,Belo Horizonte,South America,Brazil,PLU,-19.851111,-43.950556
Barra Do Garcas,3845,Barra Do Garcas,South America,Brazil,BPG,-15.85,-52.383333
Porto Seguro,3846,Porto Seguro,South America,Brazil,BPS,-16.533333,-39.083333
Barreiras,3847,Barreiras,South America,Brazil,BRA,-12.073056,-45.008333
Brasilia,3848,Brasilia,South America,Brazil,BSB,-15.860556,-47.915278
Boa Vista,3849,Boa Vista,South America,Brazil,BVB,2.833333,-60.666667
Vilhena,3850,Vilhena,South America,Brazil,BVH,-12.693389,-60.097919
Bonito,3851,Bonito,South America,Brazil,BYO,-21.229444,-56.456111
Cascavel,3852,Cascavel,South America,Brazil,CAC,-25.0003,-53.5008
Carauari,3853,Carauari,South America,Brazil,CAF,-4.9,-66.916667
Campos,3854,Campos,South America,Brazil,CAW,-21.75,-41.3
Criciuma,3855,Criciuma,South America,Brazil,CCM,-28.72444,-49.42139
Cabo Frio,3856,Cabo Frio,South America,Brazil,CFB,-22.925,-42.078611
Cuiaba,3857,Cuiaba,South America,Brazil,CGB,-15.65,-56.116667
Campo Grande,3858,Campo Grande,South America,Brazil,CGR,-20.463333,-54.6725
Coari,3859,Coari,South America,Brazil,CIZ,-4.083333,-63.133333
Carajas,3860,Carajas,South America,Brazil,CKS,-6.11781,-50.00347
Caldas Novas,3861,Caldas Novas,South America,Brazil,CLV,-17.75,-48.633333
Corumba,3862,Corumba,South America,Brazil,CMG,-19.011111,-57.672222
Sao Paulo Viracopos,3863,Campinas,South America,Brazil,VCP,-23.00738,-47.13452
Campina Grande,3864,Campina Grande,South America,Brazil,CPV,-7.266667,-35.9
Curitiba,3865,Curitiba,South America,Brazil,CWB,-25.526667,-49.177778
Caxias Do Sul,3866,Caxias Do Sul,South America,Brazil,CXJ,-29.196677,-51.186848
Cruzeiro Do Sul,3867,Cruzeiro Do Sul,South America,Brazil,CZS,-7.583333,-72.783333
